facility_id,facility_name,facility_type_name,zip_code,interior_sq_ft,population,density,interior_sq_ft_imputed,population_imputed,density_imputed,sqft_score,population_score,density_score,facility_type_multiplier,facility_staffing_weight,facility_minimum_employees,facility_target_employees,department_id,department_name,department_type_id,department_type_name,department_share,department_target_employees
5,USPS North Houston TX Distribution Center,Mail Processing,77315,102479.5,6149.5,32.4,True,True,True,1.2215052504405086,0.8638191011821683,0.67463088405847,2.4,2.34638349726735,15,28,1081,HAHOUNHTDC998_Maintenance,5,Maintenance,0.15,5
6,South Houston Local Processing Center,Network Facilities,77489,11614.0,39292.0,1342.8,True,False,False,0.9909794135481169,1.0474402330892136,1.3850540149504318,1.8,1.9392640159461063,10,21,12,FOMISHLPC904_Delivery,2,Delivery,0.25000000000000006,5
6,South Houston Local Processing Center,Network Facilities,77489,11614.0,39292.0,1342.8,True,False,False,0.9909794135481169,1.0474402330892136,1.3850540149504318,1.8,1.9392640159461063,10,21,13,FOMISHLPC904_Logistics,3,Logistics,0.35000000000000003,7
6,South Houston Local Processing Center,Network Facilities,77489,11614.0,39292.0,1342.8,True,False,False,0.9909794135481169,1.0474402330892136,1.3850540149504318,1.8,1.9392640159461063,10,21,14,FOMISHLPC904_Operations,4,Operations,0.30000000000000004,6
6,South Houston Local Processing Center,Network Facilities,77489,11614.0,39292.0,1342.8,True,False,False,0.9909794135481169,1.0474402330892136,1.3850540149504318,1.8,1.9392640159461063,10,21,34,FOMISHLPC904_Administrative,6,Administrative,0.10000000000000002,3
7,HOUSTON - ROY ROYALL STATION,Post Office,77016,17389.0,29841.0,1162.7,False,False,False,1.0337096509725197,1.020198792168865,1.357385295005003,1.0,1.0872899029475778,4,10,24,HAHORRPO998_Logistics,3,Logistics,0.2,2
7,HOUSTON - ROY ROYALL STATION,Post Office,77016,17389.0,29841.0,1162.7,False,False,False,1.0337096509725197,1.020198792168865,1.357385295005003,1.0,1.0872899029475778,4,10,25,HAHORRPO998_Delivery,2,Delivery,0.55,5
7,HOUSTON - ROY ROYALL STATION,Post Office,77016,17389.0,29841.0,1162.7,False,False,False,1.0337096509725197,1.020198792168865,1.357385295005003,1.0,1.0872899029475778,4,10,26,HAHORRPO998_Retail Services,1,Retail Services,0.25,3
8,HOUSTON - ASTRODOME STA EXP,Post Office,77025,8920.0,29715.0,2571.1,False,False,False,0.9630405875827164,1.0197798502091482,1.509887344677323,1.0,1.0719218716947427,4,10,27,HAHOAPO998_Logistics,3,Logistics,0.2,2
8,HOUSTON - ASTRODOME STA EXP,Post Office,77025,8920.0,29715.0,2571.1,False,False,False,0.9630405875827164,1.0197798502091482,1.509887344677323,1.0,1.0719218716947427,4,10,28,HAHOAPO998_Delivery,2,Delivery,0.55,5
8,HOUSTON - ASTRODOME STA EXP,Post Office,77025,8920.0,29715.0,2571.1,False,False,False,0.9630405875827164,1.0197798502091482,1.509887344677323,1.0,1.0719218716947427,4,10,29,HAHOAPO998_Retail Services,1,Retail Services,0.25,3
9,ABILENE - SOUTHERN HILLS STA,Post Office,79605,17130.0,28467.0,1000.8,False,False,False,1.0321209546795527,1.0155316947808422,1.3285803126982572,1.0,1.0803162404972695,4,10,40,TAABSHS605_Delivery,2,Delivery,0.55,5
9,ABILENE - SOUTHERN HILLS STA,Post Office,79605,17130.0,28467.0,1000.8,False,False,False,1.0321209546795527,1.0155316947808422,1.3285803126982572,1.0,1.0803162404972695,4,10,552,TAABSHS605_Logistics,3,Logistics,0.2,2
9,ABILENE - SOUTHERN HILLS STA,Post Office,79605,17130.0,28467.0,1000.8,False,False,False,1.0321209546795527,1.0155316947808422,1.3285803126982572,1.0,1.0803162404972695,4,10,1092,TAABSHS605_Retail Services,1,Retail Services,0.25,3
10,ABILENE - MAIN OFFICE,Post Office,79601,122503.0,28050.0,41.2,False,False,False,1.240400574883484,1.0140706206930354,0.7195986993544319,1.0,1.0471755983127782,4,10,41,TAABMO601_Delivery,2,Delivery,0.55,5
10,ABILENE - MAIN OFFICE,Post Office,79601,122503.0,28050.0,41.2,False,False,False,1.240400574883484,1.0140706206930354,0.7195986993544319,1.0,1.0471755983127782,4,10,553,TAABMO601_Logistics,3,Logistics,0.2,2
10,ABILENE - MAIN OFFICE,Post Office,79601,122503.0,28050.0,41.2,False,False,False,1.240400574883484,1.0140706206930354,0.7195986993544319,1.0,1.0471755983127782,4,10,1093,TAABMO601_Retail Services,1,Retail Services,0.25,3
11,ABILENE - AUXILIARY VMF,Vehicle Maintenance,79601,4370.0,28050.0,41.2,False,False,False,0.8875088757375599,1.0140706206930354,0.7195986993544319,0.7,0.6200445958633379,3,6,1068,TAABAV601_Maintenance,5,Maintenance,1.0,6
12,ADDISON - MAIN OFFICE,Post Office,75001,18564.0,16872.0,1736.0,False,False,False,1.040631937725218,0.9637413005940793,1.4344046488684852,1.0,1.0843539188688684,4,10,42,DAADMO001_Delivery,2,Delivery,0.55,5
12,ADDISON - MAIN OFFICE,Post Office,75001,18564.0,16872.0,1736.0,False,False,False,1.040631937725218,0.9637413005940793,1.4344046488684852,1.0,1.0843539188688684,4,10,554,DAADMO001_Logistics,3,Logistics,0.2,2
12,ADDISON - MAIN OFFICE,Post Office,75001,18564.0,16872.0,1736.0,False,False,False,1.040631937725218,0.9637413005940793,1.4344046488684852,1.0,1.0843539188688684,4,10,1094,DAADMO001_Retail Services,1,Retail Services,0.25,3
13,ALAMO - MAIN OFFICE,Post Office,78516,5049.0,34370.0,350.9,False,False,False,0.9027965981867112,1.034188989418742,1.1274139882097534,1.0,0.9830862314894978,4,9,43,HIALMO516_Delivery,2,Delivery,0.55,4
13,ALAMO - MAIN OFFICE,Post Office,78516,5049.0,34370.0,350.9,False,False,False,0.9027965981867112,1.034188989418742,1.1274139882097534,1.0,0.9830862314894978,4,9,555,HIALMO516_Logistics,3,Logistics,0.2,2
13,ALAMO - MAIN OFFICE,Post Office,78516,5049.0,34370.0,350.9,False,False,False,0.9027965981867112,1.034188989418742,1.1274139882097534,1.0,0.9830862314894978,4,9,1095,HIALMO516_Retail Services,1,Retail Services,0.25,3
14,ALICE - MAIN OFFICE,Post Office,78332,24262.0,27042.0,21.4,False,False,False,1.0689715099432058,1.0104471273661146,0.5978153414282031,1.0,0.9357300024778324,4,9,44,JIALMO332_Delivery,2,Delivery,0.55,4
14,ALICE - MAIN OFFICE,Post Office,78332,24262.0,27042.0,21.4,False,False,False,1.0689715099432058,1.0104471273661146,0.5978153414282031,1.0,0.9357300024778324,4,9,556,JIALMO332_Logistics,3,Logistics,0.2,2
14,ALICE - MAIN OFFICE,Post Office,78332,24262.0,27042.0,21.4,False,False,False,1.0689715099432058,1.0104471273661146,0.5978153414282031,1.0,0.9357300024778324,4,9,1096,JIALMO332_Retail Services,1,Retail Services,0.25,3
15,ALLEN - MAIN OFFICE,Post Office,75013,24382.0,49796.0,1278.1,False,False,False,1.0694938475902234,1.0708972701663046,1.3755659320333615,1.0,1.1251483069078905,4,10,45,COALMO013_Delivery,2,Delivery,0.55,5
15,ALLEN - MAIN OFFICE,Post Office,75013,24382.0,49796.0,1278.1,False,False,False,1.0694938475902234,1.0708972701663046,1.3755659320333615,1.0,1.1251483069078905,4,10,557,COALMO013_Logistics,3,Logistics,0.2,2
15,ALLEN - MAIN OFFICE,Post Office,75013,24382.0,49796.0,1278.1,False,False,False,1.0694938475902234,1.0708972701663046,1.3755659320333615,1.0,1.1251483069078905,4,10,1097,COALMO013_Retail Services,1,Retail Services,0.25,3
16,ALVIN - MAIN OFFICE,Post Office,77511,17058.0,51892.0,133.5,False,False,False,1.0316750414324356,1.0749794987241856,0.9424808049617586,1.0,1.0257606136666588,4,10,46,BRALMO511_Delivery,2,Delivery,0.55,5
16,ALVIN - MAIN OFFICE,Post Office,77511,17058.0,51892.0,133.5,False,False,False,1.0316750414324356,1.0749794987241856,0.9424808049617586,1.0,1.0257606136666588,4,10,558,BRALMO511_Logistics,3,Logistics,0.2,2
16,ALVIN - MAIN OFFICE,Post Office,77511,17058.0,51892.0,133.5,False,False,False,1.0316750414324356,1.0749794987241856,0.9424808049617586,1.0,1.0257606136666588,4,10,1098,BRALMO511_Retail Services,1,Retail Services,0.25,3
17,AMARILLO - LONE STAR STATION,Post Office,79109,35348.0,43578.0,1631.7,False,False,False,1.108813480533597,1.0576909628191453,1.422497723439378,1.0,1.1490718958366084,4,10,47,POAMLSS109_Delivery,2,Delivery,0.55,5
17,AMARILLO - LONE STAR STATION,Post Office,79109,35348.0,43578.0,1631.7,False,False,False,1.108813480533597,1.0576909628191453,1.422497723439378,1.0,1.1490718958366084,4,10,559,POAMLSS109_Logistics,3,Logistics,0.2,2
17,AMARILLO - LONE STAR STATION,Post Office,79109,35348.0,43578.0,1631.7,False,False,False,1.108813480533597,1.0576909628191453,1.422497723439378,1.0,1.1490718958366084,4,10,1099,POAMLSS109_Retail Services,1,Retail Services,0.25,3
18,AMARILLO - JORDAN STATION,Post Office,79124,26220.0,12019.0,25.6,False,False,False,1.0771881293272456,0.9301617132273856,0.6308589907417799,1.0,0.9261893366316524,4,9,48,POAMJS124_Delivery,2,Delivery,0.55,4
18,AMARILLO - JORDAN STATION,Post Office,79124,26220.0,12019.0,25.6,False,False,False,1.0771881293272456,0.9301617132273856,0.6308589907417799,1.0,0.9261893366316524,4,9,560,POAMJS124_Logistics,3,Logistics,0.2,2
18,AMARILLO - JORDAN STATION,Post Office,79124,26220.0,12019.0,25.6,False,False,False,1.0771881293272456,0.9301617132273856,0.6308589907417799,1.0,0.9261893366316524,4,9,1100,POAMJS124_Retail Services,1,Retail Services,0.25,3
19,ANDREWS - MAIN OFFICE,Post Office,79714,8237.0,18610.0,9.4,False,False,False,0.9546077335035524,0.973448358705198,0.4502862620208616,1.0,0.8262359524910706,4,9,49,ANANMO714_Delivery,2,Delivery,0.55,4
19,ANDREWS - MAIN OFFICE,Post Office,79714,8237.0,18610.0,9.4,False,False,False,0.9546077335035524,0.973448358705198,0.4502862620208616,1.0,0.8262359524910706,4,9,561,ANANMO714_Logistics,3,Logistics,0.2,2
19,ANDREWS - MAIN OFFICE,Post Office,79714,8237.0,18610.0,9.4,False,False,False,0.9546077335035524,0.973448358705198,0.4502862620208616,1.0,0.8262359524910706,4,9,1101,ANANMO714_Retail Services,1,Retail Services,0.25,3
20,ANGLETON - MAIN OFFICE,Post Office,77515,19853.0,34088.0,64.4,False,False,False,1.0477389364195593,1.033373276308976,0.803837677794175,1.0,0.9895491758226044,4,9,50,BRANMO515_Delivery,2,Delivery,0.55,4
20,ANGLETON - MAIN OFFICE,Post Office,77515,19853.0,34088.0,64.4,False,False,False,1.0477389364195593,1.033373276308976,0.803837677794175,1.0,0.9895491758226044,4,9,562,BRANMO515_Logistics,3,Logistics,0.2,2
20,ANGLETON - MAIN OFFICE,Post Office,77515,19853.0,34088.0,64.4,False,False,False,1.0477389364195593,1.033373276308976,0.803837677794175,1.0,0.9895491758226044,4,9,1102,BRANMO515_Retail Services,1,Retail Services,0.25,3
21,ANSON JONES - STATION,Post Office,77009,7339.0,35769.0,2229.1,False,False,False,0.9423879722607603,1.0381392535410476,1.4824533196680747,1.0,1.0621546542111893,4,10,51,HAHOS009_Delivery,2,Delivery,0.55,5
21,ANSON JONES - STATION,Post Office,77009,7339.0,35769.0,2229.1,False,False,False,0.9423879722607603,1.0381392535410476,1.4824533196680747,1.0,1.0621546542111893,4,10,563,HAHOS009_Logistics,3,Logistics,0.2,2
21,ANSON JONES - STATION,Post Office,77009,7339.0,35769.0,2229.1,False,False,False,0.9423879722607603,1.0381392535410476,1.4824533196680747,1.0,1.0621546542111893,4,10,1103,HAHOS009_Retail Services,1,Retail Services,0.25,3
22,ANSON - MAIN OFFICE,Post Office,79501,6589.0,3630.0,6.9,False,False,False,0.9309763691648272,0.8116366795022174,0.39741976197605294,1.0,0.753577148045016,4,8,52,JOANMO501_Delivery,2,Delivery,0.55,4
22,ANSON - MAIN OFFICE,Post Office,79501,6589.0,3630.0,6.9,False,False,False,0.9309763691648272,0.8116366795022174,0.39741976197605294,1.0,0.753577148045016,4,8,564,JOANMO501_Logistics,3,Logistics,0.2,2
22,ANSON - MAIN OFFICE,Post Office,79501,6589.0,3630.0,6.9,False,False,False,0.9309763691648272,0.8116366795022174,0.39741976197605294,1.0,0.753577148045016,4,8,1104,JOANMO501_Retail Services,1,Retail Services,0.25,2
23,ARLINGTON - OAKWOOD STATION,Post Office,76012,30275.0,27991.0,1318.3,False,False,False,1.092412145245197,1.0138621458914363,1.3815160080394446,1.0,1.1195876953058783,4,10,53,TAAROS012_Delivery,2,Delivery,0.55,5
23,ARLINGTON - OAKWOOD STATION,Post Office,76012,30275.0,27991.0,1318.3,False,False,False,1.092412145245197,1.0138621458914363,1.3815160080394446,1.0,1.1195876953058783,4,10,565,TAAROS012_Logistics,3,Logistics,0.2,2
23,ARLINGTON - OAKWOOD STATION,Post Office,76012,30275.0,27991.0,1318.3,False,False,False,1.092412145245197,1.0138621458914363,1.3815160080394446,1.0,1.1195876953058783,4,10,1105,TAAROS012_Retail Services,1,Retail Services,0.25,3
24,ARLINGTON - BARDIN ROAD STATION,Post Office,76018,29747.0,26834.0,1319.4,False,False,False,1.0905494726373326,1.0096826285822607,1.3816762609596536,1.0,1.117273274718201,4,10,54,TAARBRS018_Delivery,2,Delivery,0.55,5
24,ARLINGTON - BARDIN ROAD STATION,Post Office,76018,29747.0,26834.0,1319.4,False,False,False,1.0905494726373326,1.0096826285822607,1.3816762609596536,1.0,1.117273274718201,4,10,566,TAARBRS018_Logistics,3,Logistics,0.2,2
24,ARLINGTON - BARDIN ROAD STATION,Post Office,76018,29747.0,26834.0,1319.4,False,False,False,1.0905494726373326,1.0096826285822607,1.3816762609596536,1.0,1.117273274718201,4,10,1106,TAARBRS018_Retail Services,1,Retail Services,0.25,3
25,ARLINGTON - WATSON STATION,Post Office,76006,27089.0,23446.0,1184.7,False,False,False,1.0806400257352728,0.9963193762813737,1.3609864865770864,1.0,1.1044113474292478,4,10,55,TAARWS006_Delivery,2,Delivery,0.55,5
25,ARLINGTON - WATSON STATION,Post Office,76006,27089.0,23446.0,1184.7,False,False,False,1.0806400257352728,0.9963193762813737,1.3609864865770864,1.0,1.1044113474292478,4,10,567,TAARWS006_Logistics,3,Logistics,0.2,2
25,ARLINGTON - WATSON STATION,Post Office,76006,27089.0,23446.0,1184.7,False,False,False,1.0806400257352728,0.9963193762813737,1.3609864865770864,1.0,1.1044113474292478,4,10,1107,TAARWS006_Retail Services,1,Retail Services,0.25,3
26,ARLINGTON - MELEAR STATION; MELEAR STORAGE,Post Office,76015,28666.0,18135.0,1641.5,False,False,False,1.086630545107015,0.9708884841552662,1.4236484108478413,1.0,1.1088487441135253,4,10,56,TAARMS015_Delivery,2,Delivery,0.55,5
26,ARLINGTON - MELEAR STATION; MELEAR STORAGE,Post Office,76015,28666.0,18135.0,1641.5,False,False,False,1.086630545107015,0.9708884841552662,1.4236484108478413,1.0,1.1088487441135253,4,10,568,TAARMS015_Logistics,3,Logistics,0.2,2
26,ARLINGTON - MELEAR STATION; MELEAR STORAGE,Post Office,76015,28666.0,18135.0,1641.5,False,False,False,1.086630545107015,0.9708884841552662,1.4236484108478413,1.0,1.1088487441135253,4,10,1108,TAARMS015_Retail Services,1,Retail Services,0.25,3
27,ARLINGTON - MELEAR VMF,Vehicle Maintenance,76015,4759.0,18135.0,1641.5,False,False,False,0.8965351919109712,0.9708884841552662,1.4236484108478413,0.7,0.7050388770045802,3,7,1069,TAARMV015_Maintenance,5,Maintenance,1.0,7
28,ARLINGTON - TATE SPRINGS FIN STA,Post Office,76017,11435.0,47074.0,1780.8,False,False,False,0.9893350860224317,1.0653314782566852,1.4393010243231834,1.0,1.0903036361032532,4,10,57,TAARTSFS017_Delivery,2,Delivery,0.55,5
28,ARLINGTON - TATE SPRINGS FIN STA,Post Office,76017,11435.0,47074.0,1780.8,False,False,False,0.9893350860224317,1.0653314782566852,1.4393010243231834,1.0,1.0903036361032532,4,10,569,TAARTSFS017_Logistics,3,Logistics,0.2,2
28,ARLINGTON - TATE SPRINGS FIN STA,Post Office,76017,11435.0,47074.0,1780.8,False,False,False,0.9893350860224317,1.0653314782566852,1.4393010243231834,1.0,1.0903036361032532,4,10,1109,TAARTSFS017_Retail Services,1,Retail Services,0.25,3
29,ART - MPO/MODULAR BUILDING,Post Office,76820,736.0,104.0,0.4,False,False,False,0.6990375936244241,0.4608031673484097,0.06469743362333825,1.0,0.38325013241886136,4,6,58,MAARMMB820_Delivery,2,Delivery,0.55,3
29,ART - MPO/MODULAR BUILDING,Post Office,76820,736.0,104.0,0.4,False,False,False,0.6990375936244241,0.4608031673484097,0.06469743362333825,1.0,0.38325013241886136,4,6,570,MAARMMB820_Logistics,3,Logistics,0.2,1
29,ART - MPO/MODULAR BUILDING,Post Office,76820,736.0,104.0,0.4,False,False,False,0.6990375936244241,0.4608031673484097,0.06469743362333825,1.0,0.38325013241886136,4,6,1110,MAARMMB820_Retail Services,1,Retail Services,0.25,2
30,ATHENS - MAIN OFFICE,Post Office,75751,13053.0,18644.0,39.9,False,False,False,1.0033451190448055,0.9736290784418118,0.7135821764455642,1.0,0.9288210102919097,4,9,59,HEATMO751_Delivery,2,Delivery,0.55,4
30,ATHENS - MAIN OFFICE,Post Office,75751,13053.0,18644.0,39.9,False,False,False,1.0033451190448055,0.9736290784418118,0.7135821764455642,1.0,0.9288210102919097,4,9,571,HEATMO751_Logistics,3,Logistics,0.2,2
30,ATHENS - MAIN OFFICE,Post Office,75751,13053.0,18644.0,39.9,False,False,False,1.0033451190448055,0.9736290784418118,0.7135821764455642,1.0,0.9288210102919097,4,9,1111,HEATMO751_Retail Services,1,Retail Services,0.25,3
31,ATLANTA - MAIN OFFICE,Post Office,75551,8143.0,10341.0,24.7,False,False,False,0.9533927173964827,0.9152742326064554,0.6242406136282383,1.0,0.865309934982711,4,9,60,CAATMO551_Delivery,2,Delivery,0.55,4
31,ATLANTA - MAIN OFFICE,Post Office,75551,8143.0,10341.0,24.7,False,False,False,0.9533927173964827,0.9152742326064554,0.6242406136282383,1.0,0.865309934982711,4,9,572,CAATMO551_Logistics,3,Logistics,0.2,2
31,ATLANTA - MAIN OFFICE,Post Office,75551,8143.0,10341.0,24.7,False,False,False,0.9533927173964827,0.9152742326064554,0.6242406136282383,1.0,0.865309934982711,4,9,1112,CAATMO551_Retail Services,1,Retail Services,0.25,3
32,AUBREY - MAIN OFFICE,Post Office,76227,12431.0,62127.0,306.0,True,False,False,0.9981763004371402,1.0928031355593375,1.1011676795122771,1.0,1.0460125568366487,4,10,61,DEAUMO227_Delivery,2,Delivery,0.55,5
32,AUBREY - MAIN OFFICE,Post Office,76227,12431.0,62127.0,306.0,True,False,False,0.9981763004371402,1.0928031355593375,1.1011676795122771,1.0,1.0460125568366487,4,10,573,DEAUMO227_Logistics,3,Logistics,0.2,2
32,AUBREY - MAIN OFFICE,Post Office,76227,12431.0,62127.0,306.0,True,False,False,0.9981763004371402,1.0928031355593375,1.1011676795122771,1.0,1.0460125568366487,4,10,1113,DEAUMO227_Retail Services,1,Retail Services,0.25,3
33,AUSTIN - McNeil Station,Post Office,78729,10087.0,30460.0,1198.6,False,False,False,0.9760564943862162,1.022231569257229,1.3632275003332777,1.0,1.0580737308265915,4,10,62,WIAUMS729_Delivery,2,Delivery,0.55,5
33,AUSTIN - McNeil Station,Post Office,78729,10087.0,30460.0,1198.6,False,False,False,0.9760564943862162,1.022231569257229,1.3632275003332777,1.0,1.0580737308265915,4,10,574,WIAUMS729_Logistics,3,Logistics,0.2,2
33,AUSTIN - McNeil Station,Post Office,78729,10087.0,30460.0,1198.6,False,False,False,0.9760564943862162,1.022231569257229,1.3632275003332777,1.0,1.0580737308265915,4,10,1114,WIAUMS729_Retail Services,1,Retail Services,0.25,3
34,AUSTIN - BALCONES STATION,Post Office,78759,26017.0,43182.0,1170.0,False,False,False,1.0763652811600628,1.0567871231064456,1.3585877283365597,1.0,1.1214854197420392,4,10,63,TRAUBS759_Delivery,2,Delivery,0.55,5
34,AUSTIN - BALCONES STATION,Post Office,78759,26017.0,43182.0,1170.0,False,False,False,1.0763652811600628,1.0567871231064456,1.3585877283365597,1.0,1.1214854197420392,4,10,575,TRAUBS759_Logistics,3,Logistics,0.2,2
34,AUSTIN - BALCONES STATION,Post Office,78759,26017.0,43182.0,1170.0,False,False,False,1.0763652811600628,1.0567871231064456,1.3585877283365597,1.0,1.1214854197420392,4,10,1115,TRAUBS759_Retail Services,1,Retail Services,0.25,3
35,AUSTIN - BLUEBONNET STATION,Post Office,78758,27083.0,49617.0,2108.3,False,False,False,1.0806165739080675,1.0705407169521783,1.4717450996141666,1.0,1.1462603992885834,4,10,64,TRAUBS758_Delivery,2,Delivery,0.55,5
35,AUSTIN - BLUEBONNET STATION,Post Office,78758,27083.0,49617.0,2108.3,False,False,False,1.0806165739080675,1.0705407169521783,1.4717450996141666,1.0,1.1462603992885834,4,10,576,TRAUBS758_Logistics,3,Logistics,0.2,2
35,AUSTIN - BLUEBONNET STATION,Post Office,78758,27083.0,49617.0,2108.3,False,False,False,1.0806165739080675,1.0705407169521783,1.4717450996141666,1.0,1.1462603992885834,4,10,1116,TRAUBS758_Retail Services,1,Retail Services,0.25,3
36,AUSTIN - LAKE TRAVIS BRANCH,Post Office,78734,21487.0,22145.0,451.5,False,False,False,1.0561123627393543,0.9906671464115052,1.1757614220988852,1.0,1.0585155265255373,4,10,65,TRLALTB734_Delivery,2,Delivery,0.55,5
36,AUSTIN - LAKE TRAVIS BRANCH,Post Office,78734,21487.0,22145.0,451.5,False,False,False,1.0561123627393543,0.9906671464115052,1.1757614220988852,1.0,1.0585155265255373,4,10,577,TRLALTB734_Logistics,3,Logistics,0.2,2
36,AUSTIN - LAKE TRAVIS BRANCH,Post Office,78734,21487.0,22145.0,451.5,False,False,False,1.0561123627393543,0.9906671464115052,1.1757614220988852,1.0,1.0585155265255373,4,10,1117,TRLALTB734_Retail Services,1,Retail Services,0.25,3
37,AUSTIN - CENTRAL PARK STATION,Post Office,78705,18900.0,33238.0,6199.6,False,False,False,1.0425309594318082,1.0308731090758574,1.6790804548258644,1.0,1.1429318753141984,4,10,66,TRAUCPS705_Delivery,2,Delivery,0.55,5
37,AUSTIN - CENTRAL PARK STATION,Post Office,78705,18900.0,33238.0,6199.6,False,False,False,1.0425309594318082,1.0308731090758574,1.6790804548258644,1.0,1.1429318753141984,4,10,578,TRAUCPS705_Logistics,3,Logistics,0.2,2
37,AUSTIN - CENTRAL PARK STATION,Post Office,78705,18900.0,33238.0,6199.6,False,False,False,1.0425309594318082,1.0308731090758574,1.6790804548258644,1.0,1.1429318753141984,4,10,1118,TRAUCPS705_Retail Services,1,Retail Services,0.25,3
38,AUSTIN - CHIMNEY CORNERS STATION,Post Office,78731,27815.0,27507.0,1214.4,False,False,False,1.0834400285247867,1.0121351704541137,1.3657435196017431,1.0,1.1118541541558509,4,10,67,TRAUCCS731_Delivery,2,Delivery,0.55,5
38,AUSTIN - CHIMNEY CORNERS STATION,Post Office,78731,27815.0,27507.0,1214.4,False,False,False,1.0834400285247867,1.0121351704541137,1.3657435196017431,1.0,1.1118541541558509,4,10,579,TRAUCCS731_Logistics,3,Logistics,0.2,2
38,AUSTIN - CHIMNEY CORNERS STATION,Post Office,78731,27815.0,27507.0,1214.4,False,False,False,1.0834400285247867,1.0121351704541137,1.3657435196017431,1.0,1.1118541541558509,4,10,1119,TRAUCCS731_Retail Services,1,Retail Services,0.25,3
39,AUSTIN - S CONGRESS STATION,Post Office,78704,24335.0,50688.0,2233.0,False,False,False,1.0692895722398454,1.0726551673707942,1.4827892882120315,1.0,1.1426193976258767,4,10,68,TRAUSCS704_Delivery,2,Delivery,0.55,5
