package_id_hex,event_type_name,package_movement_event_type_id,package_status_name,package_status_id,facility_id,from_facility_id,to_facility_id,processed_by_employee_id,event_timestamp,expected_event_at,delay_minutes,delay_reason,movement_note
027af9a3d3e05f6cb774ab3783024432,Received At Facility,1,Received,1,392,,,,2017-01-07 03:07:47,,0,,P2P origin lifecycle: Received At Facility
027af9a3d3e05f6cb774ab3783024432,Sorted At Facility,4,Processing,2,392,,,,2017-01-07 03:37:47,,0,,P2P origin lifecycle: Sorted At Facility
027af9a3d3e05f6cb774ab3783024432,Departed Facility,5,In Transit,4,392,392.0,,,2017-01-10 17:25:35,,0,,P2P origin lifecycle: Departed Facility
02b4639bc5e259dfb739c2bd90ed3270,Received At Facility,1,Received,1,181,,,,2017-02-01 00:46:58,,0,,P2P origin lifecycle: Received At Facility
02b4639bc5e259dfb739c2bd90ed3270,Sorted At Facility,4,Processing,2,181,,,,2017-02-02 00:54:14,,0,,P2P origin lifecycle: Sorted At Facility
02b4639bc5e259dfb739c2bd90ed3270,Departed Facility,5,In Transit,4,181,181.0,,,2017-02-03 19:00:38,,0,,P2P origin lifecycle: Departed Facility
02bc9c28fccb516292be53b7f85638ac,Received At Facility,1,Received,1,24,,,,2017-02-08 15:43:59,,0,,P2P origin lifecycle: Received At Facility
02bc9c28fccb516292be53b7f85638ac,Sorted At Facility,4,Processing,2,24,,,,2017-02-09 04:36:02,,0,,P2P origin lifecycle: Sorted At Facility
02bc9c28fccb516292be53b7f85638ac,Departed Facility,5,In Transit,4,24,24.0,,,2017-02-10 15:20:41,,0,,P2P origin lifecycle: Departed Facility
02def509037f510891f74d7fb620d3ff,Received At Facility,1,Received,1,157,,,,2017-01-24 12:26:07,,0,,P2P origin lifecycle: Received At Facility
02def509037f510891f74d7fb620d3ff,Sorted At Facility,4,Processing,2,157,,,,2017-01-24 13:25:07,,0,,P2P origin lifecycle: Sorted At Facility
02def509037f510891f74d7fb620d3ff,Departed Facility,5,In Transit,4,157,157.0,,,2017-01-26 10:42:58,,0,,P2P origin lifecycle: Departed Facility
02e6f31fa2f85738b2df6800f421a3d2,Received At Facility,1,Received,1,17,,,,2017-02-04 21:16:09,,0,,P2P origin lifecycle: Received At Facility
02e6f31fa2f85738b2df6800f421a3d2,Sorted At Facility,4,Processing,2,17,,,,2017-02-04 22:26:09,,0,,P2P origin lifecycle: Sorted At Facility
02e6f31fa2f85738b2df6800f421a3d2,Departed Facility,5,In Transit,4,17,17.0,,,2017-02-06 14:22:16,,0,,P2P origin lifecycle: Departed Facility
02ec0e852e415bbba98d0b5556b04f3d,Received At Facility,1,Received,1,435,,,,2016-10-08 16:05:14,,0,,P2P origin lifecycle: Received At Facility
02ec0e852e415bbba98d0b5556b04f3d,Sorted At Facility,4,Processing,2,435,,,,2016-10-08 19:17:23,,0,,P2P origin lifecycle: Sorted At Facility
02ec0e852e415bbba98d0b5556b04f3d,Departed Facility,5,In Transit,4,435,435.0,,,2016-10-12 19:17:23,,0,,P2P origin lifecycle: Departed Facility
02fcfb6d122152b88461464e2a946bea,Received At Facility,1,Received,1,37,,,,2017-01-23 01:56:15,,0,,P2P origin lifecycle: Received At Facility
02fcfb6d122152b88461464e2a946bea,Sorted At Facility,4,Processing,2,37,,,,2017-01-24 06:39:36,,0,,P2P origin lifecycle: Sorted At Facility
02fcfb6d122152b88461464e2a946bea,Departed Facility,5,In Transit,4,37,37.0,,,2017-01-27 17:10:25,,0,,P2P origin lifecycle: Departed Facility
034cc69e5b9758d8ae0dca5b4fb52e52,Received At Facility,1,Received,1,366,,,,2017-01-27 14:37:58,,0,,P2P origin lifecycle: Received At Facility
034cc69e5b9758d8ae0dca5b4fb52e52,Sorted At Facility,4,Processing,2,366,,,,2017-01-27 15:41:58,,0,,P2P origin lifecycle: Sorted At Facility
034cc69e5b9758d8ae0dca5b4fb52e52,Departed Facility,5,In Transit,4,366,366.0,,,2017-01-31 11:56:49,,0,,P2P origin lifecycle: Departed Facility
0378c84dcc185be88527bac6d54af29d,Received At Facility,1,Received,1,435,,,,2016-10-07 16:42:45,,0,,P2P origin lifecycle: Received At Facility
0378c84dcc185be88527bac6d54af29d,Sorted At Facility,4,Processing,2,435,,,,2016-10-07 17:19:45,,0,,P2P origin lifecycle: Sorted At Facility
0378c84dcc185be88527bac6d54af29d,Departed Facility,5,In Transit,4,435,435.0,,,2016-10-15 14:35:31,,0,,P2P origin lifecycle: Departed Facility
037ff8eb4b365c3984c2b569e57e8009,Received At Facility,1,Received,1,33,,,,2017-01-26 15:56:41,,0,,P2P origin lifecycle: Received At Facility
037ff8eb4b365c3984c2b569e57e8009,Sorted At Facility,4,Processing,2,33,,,,2017-01-27 05:46:27,,0,,P2P origin lifecycle: Sorted At Facility
037ff8eb4b365c3984c2b569e57e8009,Departed Facility,5,In Transit,4,33,33.0,,,2017-01-31 22:25:07,,0,,P2P origin lifecycle: Departed Facility
03803351ec725816823e370aed968767,Received At Facility,1,Received,1,375,,,,2016-10-05 21:25:56,,0,,P2P origin lifecycle: Received At Facility
03803351ec725816823e370aed968767,Sorted At Facility,4,Processing,2,375,,,,2016-10-06 16:14:50,,0,,P2P origin lifecycle: Sorted At Facility
03803351ec725816823e370aed968767,Departed Facility,5,In Transit,4,375,375.0,,,2016-10-30 13:42:40,,0,,P2P origin lifecycle: Departed Facility
039d6cc8be7e5583bae5108ebf665a14,Received At Facility,1,Received,1,36,,,,2017-01-26 17:48:03,,0,,P2P origin lifecycle: Received At Facility
039d6cc8be7e5583bae5108ebf665a14,Sorted At Facility,4,Processing,2,36,,,,2017-01-26 18:12:03,,0,,P2P origin lifecycle: Sorted At Facility
039d6cc8be7e5583bae5108ebf665a14,Departed Facility,5,In Transit,4,36,36.0,,,2017-01-27 17:42:52,,0,,P2P origin lifecycle: Departed Facility
03d1158a620f5e09a4bb162948c0d12f,Received At Facility,1,Received,1,465,,,,2017-01-31 08:53:00,,0,,P2P origin lifecycle: Received At Facility
03d1158a620f5e09a4bb162948c0d12f,Sorted At Facility,4,Processing,2,465,,,,2017-02-01 04:43:59,,0,,P2P origin lifecycle: Sorted At Facility
03d1158a620f5e09a4bb162948c0d12f,Departed Facility,5,In Transit,4,465,465.0,,,2017-02-07 18:23:44,,0,,P2P origin lifecycle: Departed Facility
03dd44d49aac5eecb2a721198708082b,Received At Facility,1,Received,1,110,,,,2017-01-11 16:18:35,,0,,P2P origin lifecycle: Received At Facility
03dd44d49aac5eecb2a721198708082b,Sorted At Facility,4,Processing,2,110,,,,2017-01-13 02:32:21,,0,,P2P origin lifecycle: Sorted At Facility
03dd44d49aac5eecb2a721198708082b,Departed Facility,5,In Transit,4,110,110.0,,,2017-01-17 12:35:02,,0,,P2P origin lifecycle: Departed Facility
03f64575663759bfbb2a1a9d9b7dbd59,Received At Facility,1,Received,1,507,,,,2017-01-27 22:14:00,,0,,P2P origin lifecycle: Received At Facility
03f64575663759bfbb2a1a9d9b7dbd59,Sorted At Facility,4,Processing,2,507,,,,2017-01-28 11:24:49,,0,,P2P origin lifecycle: Sorted At Facility
03f64575663759bfbb2a1a9d9b7dbd59,Departed Facility,5,In Transit,4,507,507.0,,,2017-01-30 12:08:50,,0,,P2P origin lifecycle: Departed Facility
04113f64459555f89f30a3c1d082100b,Received At Facility,1,Received,1,31,,,,2017-01-28 20:17:46,,0,,P2P origin lifecycle: Received At Facility
04113f64459555f89f30a3c1d082100b,Sorted At Facility,4,Processing,2,31,,,,2017-01-28 20:37:49,,0,,P2P origin lifecycle: Sorted At Facility
04113f64459555f89f30a3c1d082100b,Departed Facility,5,In Transit,4,31,31.0,,,2017-01-31 18:33:30,,0,,P2P origin lifecycle: Departed Facility
046da61d1a235343a44548cb20efcf0d,Received At Facility,1,Received,1,118,,,,2017-02-01 20:33:32,,0,,P2P origin lifecycle: Received At Facility
046da61d1a235343a44548cb20efcf0d,Sorted At Facility,4,Processing,2,118,,,,2017-02-03 05:33:40,,0,,P2P origin lifecycle: Sorted At Facility
046da61d1a235343a44548cb20efcf0d,Departed Facility,5,In Transit,4,118,118.0,,,2017-02-06 09:17:28,,0,,P2P origin lifecycle: Departed Facility
0474b0a4e51c5817bce172ea8d02b66d,Received At Facility,1,Received,1,456,,,,2017-02-08 20:13:55,,0,,P2P origin lifecycle: Received At Facility
0474b0a4e51c5817bce172ea8d02b66d,Sorted At Facility,4,Processing,2,456,,,,2017-02-08 20:39:55,,0,,P2P origin lifecycle: Sorted At Facility
0474b0a4e51c5817bce172ea8d02b66d,Departed Facility,5,In Transit,4,456,456.0,,,2017-02-09 12:25:27,,0,,P2P origin lifecycle: Departed Facility
0477c2f8b7255535a86f7049f90eef9a,Received At Facility,1,Received,1,172,,,,2016-10-08 09:41:32,,0,,P2P origin lifecycle: Received At Facility
0477c2f8b7255535a86f7049f90eef9a,Sorted At Facility,4,Processing,2,172,,,,2016-10-08 10:26:46,,0,,P2P origin lifecycle: Sorted At Facility
0477c2f8b7255535a86f7049f90eef9a,Departed Facility,5,In Transit,4,172,172.0,,,2016-10-12 10:26:47,,0,,P2P origin lifecycle: Departed Facility
04b1cb20cad15ef6a3c442d537638223,Received At Facility,1,Received,1,235,,,,2016-10-04 14:42:22,,0,,P2P origin lifecycle: Received At Facility
04b1cb20cad15ef6a3c442d537638223,Sorted At Facility,4,Processing,2,235,,,,2016-10-04 15:18:22,,0,,P2P origin lifecycle: Sorted At Facility
04b1cb20cad15ef6a3c442d537638223,Departed Facility,5,In Transit,4,235,235.0,,,2016-10-08 15:15:49,,0,,P2P origin lifecycle: Departed Facility
04ceeb0947d451ac8e06d855f1dad26d,Received At Facility,1,Received,1,196,,,,2017-01-22 22:48:54,,0,,P2P origin lifecycle: Received At Facility
04ceeb0947d451ac8e06d855f1dad26d,Sorted At Facility,4,Processing,2,196,,,,2017-01-22 23:20:54,,0,,P2P origin lifecycle: Sorted At Facility
04ceeb0947d451ac8e06d855f1dad26d,Departed Facility,5,In Transit,4,196,196.0,,,2017-01-24 18:39:14,,0,,P2P origin lifecycle: Departed Facility
04f3b62317b75602968a620ae3eefb34,Received At Facility,1,Received,1,33,,,,2017-01-31 22:37:13,,0,,P2P origin lifecycle: Received At Facility
04f3b62317b75602968a620ae3eefb34,Sorted At Facility,4,Processing,2,33,,,,2017-01-31 23:57:13,,0,,P2P origin lifecycle: Sorted At Facility
04f3b62317b75602968a620ae3eefb34,Departed Facility,5,In Transit,4,33,33.0,,,2017-02-02 00:59:13,,0,,P2P origin lifecycle: Departed Facility
054471c01ad05669a00224d86ca7432a,Received At Facility,1,Received,1,7,,,,2017-01-27 14:17:05,,0,,P2P origin lifecycle: Received At Facility
054471c01ad05669a00224d86ca7432a,Sorted At Facility,4,Processing,2,7,,,,2017-01-27 16:17:16,,0,,P2P origin lifecycle: Sorted At Facility
054471c01ad05669a00224d86ca7432a,Departed Facility,5,In Transit,4,7,7.0,,,2017-02-13 08:24:34,,0,,P2P origin lifecycle: Departed Facility
055ecbab47af57bdac1aaeab413b1d5b,Received At Facility,1,Received,1,310,,,,2016-10-06 18:12:09,,0,,P2P origin lifecycle: Received At Facility
055ecbab47af57bdac1aaeab413b1d5b,Sorted At Facility,4,Processing,2,310,,,,2016-10-07 06:12:14,,0,,P2P origin lifecycle: Sorted At Facility
055ecbab47af57bdac1aaeab413b1d5b,Departed Facility,5,In Transit,4,310,310.0,,,2016-10-26 14:49:17,,0,,P2P origin lifecycle: Departed Facility
06161cbcac4c5cdbbe005e8cab49f204,Received At Facility,1,Received,1,446,,,,2017-02-05 22:46:32,,0,,P2P origin lifecycle: Received At Facility
06161cbcac4c5cdbbe005e8cab49f204,Sorted At Facility,4,Processing,2,446,,,,2017-02-07 05:35:31,,0,,P2P origin lifecycle: Sorted At Facility
06161cbcac4c5cdbbe005e8cab49f204,Departed Facility,5,In Transit,4,446,446.0,,,2017-02-08 15:53:37,,0,,P2P origin lifecycle: Departed Facility
063ad8239917521fafa66d4f8343a614,Received At Facility,1,Received,1,423,,,,2017-01-23 04:34:46,,0,,P2P origin lifecycle: Received At Facility
063ad8239917521fafa66d4f8343a614,Sorted At Facility,4,Processing,2,423,,,,2017-01-23 06:03:46,,0,,P2P origin lifecycle: Sorted At Facility
063ad8239917521fafa66d4f8343a614,Departed Facility,5,In Transit,4,423,423.0,,,2017-01-23 18:21:46,,0,,P2P origin lifecycle: Departed Facility
068b143583e6551eb30b5815f516c696,Received At Facility,1,Received,1,370,,,,2017-01-29 01:48:31,,0,,P2P origin lifecycle: Received At Facility
068b143583e6551eb30b5815f516c696,Sorted At Facility,4,Processing,2,370,,,,2017-01-31 07:13:49,,0,,P2P origin lifecycle: Sorted At Facility
068b143583e6551eb30b5815f516c696,Departed Facility,5,In Transit,4,370,370.0,,,2017-02-01 12:42:49,,0,,P2P origin lifecycle: Departed Facility
06b4282b85ba57b9acc380391f84d671,Received At Facility,1,Received,1,300,,,,2017-02-05 00:49:59,,0,,P2P origin lifecycle: Received At Facility
06b4282b85ba57b9acc380391f84d671,Sorted At Facility,4,Processing,2,300,,,,2017-02-05 01:01:10,,0,,P2P origin lifecycle: Sorted At Facility
06b4282b85ba57b9acc380391f84d671,Departed Facility,5,In Transit,4,300,300.0,,,2017-02-08 13:56:19,,0,,P2P origin lifecycle: Departed Facility
06c3f5aad74a50409aca4a534131bed4,Received At Facility,1,Received,1,65,,,,2017-01-31 12:03:49,,0,,P2P origin lifecycle: Received At Facility
06c3f5aad74a50409aca4a534131bed4,Sorted At Facility,4,Processing,2,65,,,,2017-02-01 03:12:18,,0,,P2P origin lifecycle: Sorted At Facility
06c3f5aad74a50409aca4a534131bed4,Departed Facility,5,In Transit,4,65,65.0,,,2017-02-01 23:50:18,,0,,P2P origin lifecycle: Departed Facility
06ec4b094b8f5084aafbeae7bedc3174,Received At Facility,1,Received,1,339,,,,2017-02-07 18:06:18,,0,,P2P origin lifecycle: Received At Facility
06ec4b094b8f5084aafbeae7bedc3174,Sorted At Facility,4,Processing,2,339,,,,2017-02-07 19:05:18,,0,,P2P origin lifecycle: Sorted At Facility
06ec4b094b8f5084aafbeae7bedc3174,Departed Facility,5,In Transit,4,339,339.0,,,2017-02-08 09:38:54,,0,,P2P origin lifecycle: Departed Facility
073306592e8d55c98072b646d0bf8e7f,Received At Facility,1,Received,1,273,,,,2017-01-17 18:47:29,,0,,P2P origin lifecycle: Received At Facility
073306592e8d55c98072b646d0bf8e7f,Sorted At Facility,4,Processing,2,273,,,,2017-01-17 19:36:29,,0,,P2P origin lifecycle: Sorted At Facility
073306592e8d55c98072b646d0bf8e7f,Departed Facility,5,In Transit,4,273,273.0,,,2017-01-23 14:15:31,,0,,P2P origin lifecycle: Departed Facility
0763a75d33245791b716df2932d41552,Received At Facility,1,Received,1,431,,,,2017-02-06 21:19:29,,0,,P2P origin lifecycle: Received At Facility
0763a75d33245791b716df2932d41552,Sorted At Facility,4,Processing,2,431,,,,2017-02-07 21:25:39,,0,,P2P origin lifecycle: Sorted At Facility
0763a75d33245791b716df2932d41552,Departed Facility,5,In Transit,4,431,431.0,,,2017-02-08 15:17:40,,0,,P2P origin lifecycle: Departed Facility
07872f0945515ff89cbd0014370f4526,Received At Facility,1,Received,1,398,,,,2017-01-05 13:07:48,,0,,P2P origin lifecycle: Received At Facility
07872f0945515ff89cbd0014370f4526,Sorted At Facility,4,Processing,2,398,,,,2017-01-07 03:51:49,,0,,P2P origin lifecycle: Sorted At Facility
07872f0945515ff89cbd0014370f4526,Departed Facility,5,In Transit,4,398,398.0,,,2017-01-11 16:14:53,,0,,P2P origin lifecycle: Departed Facility
07dd4cfb107a5d10b74e19a0fee6769f,Received At Facility,1,Received,1,297,,,,2017-02-02 18:09:35,,0,,P2P origin lifecycle: Received At Facility
07dd4cfb107a5d10b74e19a0fee6769f,Sorted At Facility,4,Processing,2,297,,,,2017-02-04 02:48:21,,0,,P2P origin lifecycle: Sorted At Facility
07dd4cfb107a5d10b74e19a0fee6769f,Departed Facility,5,In Transit,4,297,297.0,,,2017-02-06 14:43:37,,0,,P2P origin lifecycle: Departed Facility
0820434fc63850669f84b4d2813553e9,Received At Facility,1,Received,1,462,,,,2017-01-16 01:36:23,,0,,P2P origin lifecycle: Received At Facility
0820434fc63850669f84b4d2813553e9,Sorted At Facility,4,Processing,2,462,,,,2017-01-17 05:33:00,,0,,P2P origin lifecycle: Sorted At Facility
0820434fc63850669f84b4d2813553e9,Departed Facility,5,In Transit,4,462,462.0,,,2017-01-20 13:16:59,,0,,P2P origin lifecycle: Departed Facility
0837b1b019d05583b7aa026edf2e6a91,Received At Facility,1,Received,1,3,,,,2017-02-03 14:35:08,,0,,P2P origin lifecycle: Received At Facility
0837b1b019d05583b7aa026edf2e6a91,Sorted At Facility,4,Processing,2,3,,,,2017-02-07 05:26:21,,0,,P2P origin lifecycle: Sorted At Facility
0837b1b019d05583b7aa026edf2e6a91,Departed Facility,5,In Transit,4,3,3.0,,,2017-02-08 16:14:59,,0,,P2P origin lifecycle: Departed Facility
089a444e770f5f0bb588af9dadb6770c,Received At Facility,1,Received,1,456,,,,2017-02-08 23:34:50,,0,,P2P origin lifecycle: Received At Facility
089a444e770f5f0bb588af9dadb6770c,Sorted At Facility,4,Processing,2,456,,,,2017-02-10 04:46:14,,0,,P2P origin lifecycle: Sorted At Facility
089a444e770f5f0bb588af9dadb6770c,Departed Facility,5,In Transit,4,456,456.0,,,2017-02-10 12:37:12,,0,,P2P origin lifecycle: Departed Facility
089b2e42de4c5b0d8d7fb18373e94858,Received At Facility,1,Received,1,53,,,,2017-02-08 17:06:24,,0,,P2P origin lifecycle: Received At Facility
089b2e42de4c5b0d8d7fb18373e94858,Sorted At Facility,4,Processing,2,53,,,,2017-02-08 18:17:24,,0,,P2P origin lifecycle: Sorted At Facility
089b2e42de4c5b0d8d7fb18373e94858,Departed Facility,5,In Transit,4,53,53.0,,,2017-02-09 13:14:42,,0,,P2P origin lifecycle: Departed Facility
08afbdcd1d05509abb77e322e39b9899,Received At Facility,1,Received,1,59,,,,2016-10-07 11:47:21,,0,,P2P origin lifecycle: Received At Facility
08afbdcd1d05509abb77e322e39b9899,Sorted At Facility,4,Processing,2,59,,,,2016-10-11 05:59:51,,0,,P2P origin lifecycle: Sorted At Facility
08afbdcd1d05509abb77e322e39b9899,Departed Facility,5,In Transit,4,59,59.0,,,2016-10-30 13:16:44,,0,,P2P origin lifecycle: Departed Facility
08ded38e3aa352a79303e928cdbd94b8,Received At Facility,1,Received,1,17,,,,2017-01-26 23:16:39,,0,,P2P origin lifecycle: Received At Facility
08ded38e3aa352a79303e928cdbd94b8,Sorted At Facility,4,Processing,2,17,,,,2017-01-28 07:13:46,,0,,P2P origin lifecycle: Sorted At Facility
08ded38e3aa352a79303e928cdbd94b8,Departed Facility,5,In Transit,4,17,17.0,,,2017-01-30 15:40:34,,0,,P2P origin lifecycle: Departed Facility
08e0540239255c18b11ac03f3af17039,Received At Facility,1,Received,1,182,,,,2016-10-09 02:46:06,,0,,P2P origin lifecycle: Received At Facility
08e0540239255c18b11ac03f3af17039,Sorted At Facility,4,Processing,2,182,,,,2016-10-09 18:57:13,,0,,P2P origin lifecycle: Sorted At Facility
08e0540239255c18b11ac03f3af17039,Departed Facility,5,In Transit,4,182,182.0,,,2016-10-13 18:57:14,,0,,P2P origin lifecycle: Departed Facility
08f7ab9b0a0e5340be602cc3ca8bedd3,Received At Facility,1,Received,1,378,,,,2017-01-10 20:17:09,,0,,P2P origin lifecycle: Received At Facility
08f7ab9b0a0e5340be602cc3ca8bedd3,Sorted At Facility,4,Processing,2,378,,,,2017-01-10 21:03:09,,0,,P2P origin lifecycle: Sorted At Facility
08f7ab9b0a0e5340be602cc3ca8bedd3,Departed Facility,5,In Transit,4,378,378.0,,,2017-01-16 17:38:40,,0,,P2P origin lifecycle: Departed Facility
095c677f77ee5589bdc48bf59ef4d95f,Received At Facility,1,Received,1,260,,,,2017-01-23 00:06:07,,0,,P2P origin lifecycle: Received At Facility
095c677f77ee5589bdc48bf59ef4d95f,Sorted At Facility,4,Processing,2,260,,,,2017-01-23 00:46:07,,0,,P2P origin lifecycle: Sorted At Facility
095c677f77ee5589bdc48bf59ef4d95f,Departed Facility,5,In Transit,4,260,260.0,,,2017-01-23 17:42:11,,0,,P2P origin lifecycle: Departed Facility
0a05ffb5094f540fa76546d83c33c435,Received At Facility,1,Received,1,454,,,,2017-02-07 19:35:57,,0,,P2P origin lifecycle: Received At Facility
0a05ffb5094f540fa76546d83c33c435,Sorted At Facility,4,Processing,2,454,,,,2017-02-08 04:14:21,,0,,P2P origin lifecycle: Sorted At Facility
0a05ffb5094f540fa76546d83c33c435,Departed Facility,5,In Transit,4,454,454.0,,,2017-02-09 15:42:45,,0,,P2P origin lifecycle: Departed Facility
0a252323174556a589e556af7fa8e68d,Received At Facility,1,Received,1,488,,,,2017-02-01 19:41:57,,0,,P2P origin lifecycle: Received At Facility
0a252323174556a589e556af7fa8e68d,Sorted At Facility,4,Processing,2,488,,,,2017-02-01 20:29:57,,0,,P2P origin lifecycle: Sorted At Facility
0a252323174556a589e556af7fa8e68d,Departed Facility,5,In Transit,4,488,488.0,,,2017-02-03 12:37:42,,0,,P2P origin lifecycle: Departed Facility
0a3500abce585c29bbb373d94b615942,Received At Facility,1,Received,1,318,,,,2017-01-17 13:58:42,,0,,P2P origin lifecycle: Received At Facility
0a3500abce585c29bbb373d94b615942,Sorted At Facility,4,Processing,2,318,,,,2017-01-18 03:58:54,,0,,P2P origin lifecycle: Sorted At Facility
0a3500abce585c29bbb373d94b615942,Departed Facility,5,In Transit,4,318,318.0,,,2017-01-19 14:18:54,,0,,P2P origin lifecycle: Departed Facility
0a64d6b6faad5cda9010bbc3329d461c,Received At Facility,1,Received,1,296,,,,2016-10-05 19:25:07,,0,,P2P origin lifecycle: Received At Facility
0a64d6b6faad5cda9010bbc3329d461c,Sorted At Facility,4,Processing,2,296,,,,2016-10-06 18:06:35,,0,,P2P origin lifecycle: Sorted At Facility
0a64d6b6faad5cda9010bbc3329d461c,Departed Facility,5,In Transit,4,296,296.0,,,2016-10-31 16:52:53,,0,,P2P origin lifecycle: Departed Facility
0a80f8eaeb8a5b7da8c7ad3d621ca455,Received At Facility,1,Received,1,452,,,,2017-01-26 22:30:07,,0,,P2P origin lifecycle: Received At Facility
0a80f8eaeb8a5b7da8c7ad3d621ca455,Sorted At Facility,4,Processing,2,452,,,,2017-01-28 20:34:18,,0,,P2P origin lifecycle: Sorted At Facility
0a80f8eaeb8a5b7da8c7ad3d621ca455,Departed Facility,5,In Transit,4,452,452.0,,,2017-01-31 13:25:50,,0,,P2P origin lifecycle: Departed Facility
0a8e31a5aa835cae84219d71c9790b13,Received At Facility,1,Received,1,443,,,,2016-10-04 14:41:52,,0,,P2P origin lifecycle: Received At Facility
0a8e31a5aa835cae84219d71c9790b13,Sorted At Facility,4,Processing,2,443,,,,2016-10-04 15:57:52,,0,,P2P origin lifecycle: Sorted At Facility
0a8e31a5aa835cae84219d71c9790b13,Departed Facility,5,In Transit,4,443,443.0,,,2016-10-30 15:03:48,,0,,P2P origin lifecycle: Departed Facility
0aa036a5e1ac56c9b416fa249c2544ec,Received At Facility,1,Received,1,158,,,,2017-02-04 19:49:36,,0,,P2P origin lifecycle: Received At Facility
0aa036a5e1ac56c9b416fa249c2544ec,Sorted At Facility,4,Processing,2,158,,,,2017-02-04 21:15:36,,0,,P2P origin lifecycle: Sorted At Facility
0aa036a5e1ac56c9b416fa249c2544ec,Departed Facility,5,In Transit,4,158,158.0,,,2017-02-24 12:10:39,,0,,P2P origin lifecycle: Departed Facility
0ac5b9ad613d5ce1a2952d0bfa4bfd69,Received At Facility,1,Received,1,43,,,,2017-02-06 22:48:37,,0,,P2P origin lifecycle: Received At Facility
