package_id_hex,source_order_id,source_seller_id,olist_customer_id,recipient_customer_id_hex,sender_customer_id_hex,sender_business_id_hex,package_flow_type_id,package_flow_type_name,service_type_id,service_type_name,initial_package_status_id,initial_status_name,received_date,contents,weight_oz,length_in,width_in,height_in,origin_facility_id,origin_received_timestamp,origin_sorted_timestamp,origin_departed_timestamp,sender_recipient_distance_miles,sender_distance_band,timestamp_jitter_minutes
61ecaab709b65b388cbbbe0ce2d1479c,fbbc9a4fa88f1ccd651790df665b3e57,ecccfa2bb93b34a3bf033cc5d1dcdc69,eba930c3950c6964961c7c72f7f6a461,30a38716bb2d04f12bb813aa2f926270,7e7d20cebc896fe82ea4bcf605e727a9,,1,P2P,1,Delivery,4,In Transit,2016-10-04 15:06:13,health_beauty,49.3835,7.874,7.874,7.874,527,2016-10-04 15:06:13,2016-10-05 04:21:16,2016-10-09 04:21:17,67.95,Medium 50-150 miles,96
ac4a102245955488bd20e0291e385856,5b1376fe61863fe3508011db309e35fe,440dd6ab244315c632130ecfb63827b1,b9c504b633cd3d85d4128856a67209c2,31463a6b3a01f53c3ef1a04a849decf4,434c24725eef12f24e265ec01b1fb7da,,1,P2P,1,Delivery,4,In Transit,2016-10-04 15:06:57,sports_leisure,42.3288,27.5591,5.9055,3.1496,472,2016-10-04 15:06:57,2016-10-05 05:01:34,2016-10-15 01:10:15,0.0,Local 0-10 miles,110
ab7cbfe520e25e529322311b98523d39,51725d3e4bdfc97e28b40543310da8a3,ecccfa2bb93b34a3bf033cc5d1dcdc69,a0f95ab56c6d3a5ba0036b7fdfeda07f,a9530b74fe56ca4be9e5f2c7e7c4175a,a031f172fbb53afdf643e4101dd2ec21,,1,P2P,1,Delivery,4,In Transit,2016-10-04 15:25:53,health_beauty,81.1301,7.874,7.874,15.748,155,2016-10-04 15:25:53,2016-10-05 17:29:51,2016-10-09 17:29:52,232.81,Long Distance 150+ miles,23
ae774feb6443513ab04a4511bc52c7d0,a041155864e5141116458291313b35c2,5b179e9e8cc7ab6fd113a46ca584da81,8fbab2ff4df1a7cc9531b14a686bb3ce,e3299196e1482e1ae1320fcb594bc23e,1c64d85daf1ebd54fecf21955d6477df,,1,P2P,1,Delivery,4,In Transit,2016-10-04 15:34:15,housewares,268.0821,21.6535,15.748,12.9921,319,2016-10-04 15:34:15,2016-10-06 16:20:27,2016-10-10 16:20:28,25.13,Regional 10-50 miles,24
33ba322053e458b082d9bba6c1e75057,985db56d4cabd2577d0960194dd2cd5a,b1fecf4da1fa2689bccffa0121953643,93b0959b3704e65ceaf6cd4bcdfea834,8de8484141a728d73763be267b73cda2,c7cbe3ca58f40994983d42d31da51f81,,1,P2P,1,Delivery,4,In Transit,2016-10-04 15:41:35,health_beauty,70.5479,7.874,7.874,7.874,439,2016-10-04 15:41:35,2016-10-06 16:03:13,2016-10-21 16:39:54,127.59,Medium 50-150 miles,6
b7b99f2c4bba5769859b18bed2407c1e,83812118bb682267a9880ea1b261ac4b,620c87c171fb2a6dd6e8bb4dec959fc6,6b4acd0818e5852c5271cb061ccbb493,28706b8dc0fe2a95fbcec1e53253d8e4,76d996ef3f2fdebeb51eed26bb06aee7,,1,P2P,1,Delivery,4,In Transit,2016-10-04 15:57:21,perfumery,21.5171,8.6614,6.2992,5.5118,53,2016-10-04 15:57:21,2016-10-07 11:02:10,2016-10-11 11:02:10,3.3,Local 0-10 miles,50
ae47a65dc5ed5e0ab16db71bdcd0b63d,5cb8558cbb7c0c2f00f43468579d3e3c,184a67a8f9f63234d3a92340bbdb727f,2ff5a6455514da421bd25d6e4ceb1d12,2e629c69eaa172cb271dcf7f890f921a,d217bd1080f1600274515c3d9b78153d,,1,P2P,1,Delivery,4,In Transit,2016-10-04 16:09:37,furniture_decor,31.7466,6.2992,13.3858,13.3858,35,2016-10-04 16:09:37,2016-10-05 04:17:59,2016-10-15 11:21:10,136.24,Medium 50-150 miles,67
a7e73e56492d51e2a8852e229c26e050,35d3a51724a47ef1d0b89911e39cc4ff,1554a68530182680ad5c8b042c3ab563,27ab53f26192510ff85872aeb3759dcc,f922896769e9517ea3c630f3c8de86d0,28dd394066eaba29434fa1ed25d4a459,,1,P2P,1,Delivery,4,In Transit,2016-10-04 16:27:50,furniture_decor,49.3835,12.5984,11.0236,2.3622,258,2016-10-04 16:27:50,2016-10-05 04:48:29,2016-10-14 04:48:30,142.7,Medium 50-150 miles,124
c5e82128dc5955eaa587cad6776dcbad,4d66b3a9d12facad48a3b23cc9fe7898,e8f6dc8e6a1dcde89d20e3995c8d90b3,bd6048a0960b15881f1ae5dca277fb52,75b181fe0ef694c753c72540c0fdd389,275f6350f78c24ddabb404ab4866ec44,,1,P2P,1,Delivery,4,In Transit,2016-10-04 16:40:43,cool_stuff,65.2568,7.0866,10.2362,9.0551,39,2016-10-04 16:40:43,2016-10-04 17:54:43,2016-10-15 13:33:12,81.01,Medium 50-150 miles,180
63f2becb9cec56b8a2409814fae1b318,98974b076b01553d49ee6467905675a7,5b179e9e8cc7ab6fd113a46ca584da81,dc7cdb748679fb6f280f66d7582c5e59,eeb1b66fee35b3f1e3dfc27ff80fc0a2,014fa2f37ee690774a7505252a28daf3,,1,P2P,1,Delivery,4,In Transit,2016-10-04 16:57:44,housewares,59.9657,6.2992,6.6929,6.6929,25,2016-10-04 16:57:44,2016-10-06 17:10:59,2016-11-11 16:42:15,356.97,Long Distance 150+ miles,73
62fb5ac156ed54c495dfcef81f46661b,d2292ff2201e74c5db154d1b7ae68cbb,cca3071e3e9bb7d12640c9fbe2301306,53a400fdb22676639e4cbf33197e2a6e,37751f6b47c9a1dc55fffde08f0183fc,4637328fb3cc446c747c7f83f80c651d,,1,P2P,1,Delivery,4,In Transit,2016-10-04 17:13:29,furniture_decor,63.4931,15.748,13.7795,3.1496,407,2016-10-04 17:13:29,2016-10-06 17:07:12,2016-10-21 15:31:38,133.68,Medium 50-150 miles,68
81dafc1c2331535e9aeef2a198d4540e,6eb51c1c9c69f78ea9fd4665fb98b7d2,620c87c171fb2a6dd6e8bb4dec959fc6,7235fa173d845addc1fab54a111725f4,1151be76113653dc4ed5d7e7fd17763a,b48c5a138371da90badcbc94338b2afa,,1,P2P,1,Delivery,4,In Transit,2016-10-04 17:35:07,perfumery,3.5274,7.874,7.874,7.874,363,2016-10-04 17:35:07,2016-10-06 16:51:10,2016-10-10 16:51:11,131.35,Medium 50-150 miles,55
d3945e7b26235b9194043ca9a7ff5493,50013835d7b14aefb452825864d3e414,620c87c171fb2a6dd6e8bb4dec959fc6,66ab9fd5f2a463fcfa0995c05f46680c,1ab766d3d553649d7d8c7e2bb60f5c9d,dd0f82178da2c7f1c6546f253965d53e,,1,P2P,1,Delivery,4,In Transit,2016-10-04 17:38:52,perfumery,3.5274,7.874,7.874,7.874,297,2016-10-04 17:38:52,2016-10-06 17:23:12,2016-10-21 16:08:42,160.11,Long Distance 150+ miles,90
78f0849437185d7da5d6e23e97ef40fe,de1404a068c6c8c909897886a314bad7,1554a68530182680ad5c8b042c3ab563,5116eacd8d620b734c26a0f04e19b60a,d7046ea561b819649385d6d524166f04,1a7b4d6d4c829e0559e700a57c37339f,,1,P2P,3,Pickup,4,In Transit,2016-10-04 17:45:18,toys,63.4931,14.9606,13.7795,4.7244,164,2016-10-04 17:45:18,2016-10-06 18:38:04,2016-10-18 18:46:50,307.03,Long Distance 150+ miles,153
855bccdb045857f3a7514a2192f1b674,cb29497c3782a76b57327c055d58b0e0,b2ba3715d723d245138f291a6fe42594,663c23427108785957931a3ac88f6085,2e15add79c76241beffe812a24ad3a31,0d5919b321f19ee03a70410a87a93e0a,,1,P2P,1,Delivery,4,In Transit,2016-10-04 18:49:59,toys,102.2945,11.0236,11.4173,19.685,305,2016-10-04 18:49:59,2016-10-06 18:03:55,2016-10-24 09:13:30,109.33,Medium 50-150 miles,128
3211bc7d06c5509fbb1086720dbce8fb,39d0be719247e3b3a38846ba810197ea,05ff92fedb5be47920fea08e501238b9,0f51eea87ae9e277d0f099d51637772d,7af2db50b8a1a1c7fdf77acb033ba6b0,b8c0e5c60a5d7cc003fa4ce10b9f52a5,,1,P2P,3,Pickup,4,In Transit,2016-10-04 18:56:18,cool_stuff,10.5822,6.6929,4.7244,10.2362,297,2016-10-04 18:56:18,2016-10-06 18:52:44,2016-10-21 19:12:29,166.14,Long Distance 150+ miles,174
fe4a83acaee0582cbc0209332d1520d7,6b3ee7697a02619a0ace2b3f0aa46bde,ce27a3cc3c8cc1ea79d11e561e9bebb6,21a6abdf0197fbe57451bd0a1d3c59a2,5fc74f8947fe099b44a20bde30661d83,1e50d9468aea0f3a31cc28eb13c3dd85,,1,P2P,1,Delivery,4,In Transit,2016-10-04 19:00:39,health_beauty,8.8185,7.0866,5.9055,3.937,344,2016-10-04 19:00:39,2016-10-06 17:38:02,2016-11-07 18:45:44,556.48,Long Distance 150+ miles,112
8f3ee6cebd1154e29e6f01735660cd57,ae0913baa54f18027667d8049c36fde2,f67efa3f0b6761102a7f8c6b7b571f5d,c6045ecabc5f74048d727035f82c3826,0acb54b64345b37d81205175f3f3e779,ffa323b33234124b58b25511035c2855,,1,P2P,1,Delivery,4,In Transit,2016-10-04 19:17:37,sports_leisure,117.2859,27.9528,27.9528,5.5118,319,2016-10-04 19:17:37,2016-10-06 04:01:32,2016-10-21 17:48:37,92.59,Medium 50-150 miles,75
f2d6b65b41d5569b81d8c59e4e03b1d3,95e01270fcbae9863423400103359279,a7f13822ceb966b076af67121f87b063,7a692b1ff18c8c21156b886e02e80040,c8befcc96d8aeb7181c618aa56d9d624,4d800b032955ff2dd5f996ef71fd0358,,1,P2P,1,Delivery,4,In Transit,2016-10-04 19:26:56,office_furniture,370.3766,20.8661,7.0866,28.7402,106,2016-10-04 19:26:56,2016-10-06 16:25:42,2016-11-01 08:01:42,77.1,Medium 50-150 miles,34
bd311c4df06d5eb7938e21a385d90436,5204d67853f827d1ee32810bf8f2d6c2,0c8380b62e38e8a1e6adbeba7eb9688c,3dc7eb6da6c008460353d9a171e8fe6d,af46f006f8c0e0d06975480af3805422,80665862ea41735dea786a8042ab1296,,1,P2P,1,Delivery,4,In Transit,2016-10-04 19:42:09,furniture_decor,88.1849,15.3543,11.4173,3.5433,331,2016-10-04 19:42:09,2016-10-06 18:02:42,2016-10-10 18:02:44,198.9,Long Distance 150+ miles,137
c6431cb59c7259189eacb5c295e01608,6e0d2539e48e84296bae6290de41058c,822b63912576852aea9a8436d72317b7,1fc56719b52f82c03caddc5faf531fbb,40b41ade17bb2121b576b07e25ce622b,dc2f6d448f03214d0581afd6161c5760,,1,P2P,1,Delivery,4,In Transit,2016-10-04 19:59:52,consoles_games,165.7876,13.7795,12.5984,8.6614,313,2016-10-04 19:59:52,2016-10-06 16:09:37,2016-11-10 17:05:52,23.15,Regional 10-50 miles,18
f53a797f5cf6515f88cdf90ef62f713e,b0cfee6ce5503781be6004e0e31e4309,ecccfa2bb93b34a3bf033cc5d1dcdc69,9e18a290b9d17b14fe33b68a0ea2bfeb,3c752a5f42170574e38358384ece8819,256d621fe9d3e38f1cda7f6dba0ee9db,,1,P2P,1,Delivery,4,In Transit,2016-10-04 20:12:24,health_beauty,49.3835,7.874,7.874,7.874,185,2016-10-04 20:12:24,2016-10-06 17:48:50,2016-11-21 11:38:44,111.23,Medium 50-150 miles,125
e495305fa93c557697b8b8c88adf9559,d1eb8e4e276a4eea13a5c462c0765e60,2138ccb85b11a4ec1e37afbd1c8eda1f,9031f9dcde5860b34e6c65ac5c796d30,f99053da7416fd6d626451cd49e44e0f,9fc8316f4c0d0601664216e0a9327ed5,,1,P2P,1,Delivery,4,In Transit,2016-10-04 20:27:28,telephony,6.1729,7.0866,4.7244,1.1811,7,2016-10-04 20:27:28,2016-10-06 04:07:33,2016-10-10 04:07:34,33.82,Regional 10-50 miles,57
5bad1613abea52f9af6ed1b4530e9468,90aea7c4e52538a18cb9bbfd16f09185,822b63912576852aea9a8436d72317b7,85f0e92957e9fb9c5f72ba5378f492a0,cfbb7c1c3d613d974eef515b180e2c9b,58af698714ef0f1b2ebc16796b763b9d,,1,P2P,1,Delivery,4,In Transit,2016-10-04 21:36:29,consoles_games,165.7876,13.7795,12.5984,8.6614,332,2016-10-04 21:36:29,2016-10-06 18:02:51,2016-11-10 16:09:50,37.55,Regional 10-50 miles,131
cb29d61fb6875dde82c83099e9adc13c,03128233e78ed8ade6738f2043f4cf8d,c7dcd301ecfe5ab7f778ac172cf74be7,da1c9a7e7fa9de1d48ecd6d6e027313e,e59e80fa326ba8d2e055c001d4053ca3,91e896ede1ad968d626db06bf3363652,,1,P2P,3,Pickup,4,In Transit,2016-10-04 21:38:13,health_beauty,12.3459,8.2677,6.6929,5.5118,378,2016-10-04 21:38:13,2016-10-06 18:20:49,2016-10-30 13:18:08,301.45,Long Distance 150+ miles,157
c14c1ae39fd35539a4f2408497f865aa,cfdc6f2061897ed3b3f1a9ac3437c6f9,5a8e7d5003a1f221f9e1d6e411de7c23,1365d1374ca6c72869ff0c56963f176c,e37af39d93f352f64ede45a151161d0c,e0ec2e3c3f6e06839e8fb986be65c7c5,,1,P2P,1,Delivery,4,In Transit,2016-10-04 22:19:46,furniture_decor,56.4383,26.7717,5.1181,6.2992,99,2016-10-04 22:19:46,2016-10-06 16:00:09,2016-10-10 16:00:09,73.47,Medium 50-150 miles,16
4d539250cf715a6eadbed1f65cfa8662,893dc49276696129a9bf6f2a9fe23e57,ed859002ad59dbf8cf3602696a6c3000,483da61b9de320d057934319d30504b5,a45afad7fcd7b8fa4fae020780a05b55,ddfb23e875859d879a8cd720b621dc9a,,1,P2P,1,Delivery,4,In Transit,2016-10-04 22:32:55,air_conditioning,194.8534,16.5354,11.0236,14.5669,359,2016-10-04 22:32:55,2016-10-06 17:36:18,2016-10-31 16:29:06,54.59,Medium 50-150 miles,111
761a4663335859dd9d32b4cc716a66da,8d47519f5c9c42540b37bd3db0492878,ecccfa2bb93b34a3bf033cc5d1dcdc69,5dd777a48c8124ad7284bf0ae14057e9,d58063e0329c70d19363e6225ca43128,404cff864766c22ae5918af70c2d15e4,,1,P2P,1,Delivery,4,In Transit,2016-10-04 22:38:35,health_beauty,49.3835,7.874,7.874,7.874,296,2016-10-04 22:38:35,2016-10-06 16:51:52,2016-10-30 14:31:25,14.52,Regional 10-50 miles,66
