source_code,count,proportion,percentage
RJ-2055,117,0.0012175324675324675,0.12175324675324675
SP-1307,117,0.0012175324675324675,0.12175324675324675
SP-1303,116,0.0012071262071262072,0.12071262071262072
SP-1346,116,0.0012071262071262072,0.12071262071262072
SP-1805,116,0.0012071262071262072,0.12071262071262072
MA-6507,115,0.0011967199467199467,0.11967199467199467
SP-0131,115,0.0011967199467199467,0.11967199467199467
SP-1103,115,0.0011967199467199467,0.11967199467199467
SP-1347,114,0.0011863136863136863,0.11863136863136862
MG-3770,113,0.001175907425907426,0.11759074259074259
RJ-2263,113,0.001175907425907426,0.11759074259074259
RJ-2422,113,0.001175907425907426,0.11759074259074259
SP-0453,113,0.001175907425907426,0.11759074259074259
RJ-2423,112,0.0011655011655011655,0.11655011655011654
SP-1294,112,0.0011655011655011655,0.11655011655011654
SP-1106,111,0.001155094905094905,0.1155094905094905
SP-1480,111,0.001155094905094905,0.1155094905094905
ES-2905,110,0.0011446886446886447,0.11446886446886448
SC-8803,110,0.0011446886446886447,0.11446886446886448
SP-0414,108,0.001123876123876124,0.1123876123876124
SP-1309,108,0.001123876123876124,0.1123876123876124
RJ-2278,107,0.0011134698634698635,0.11134698634698635
SP-0130,107,0.0011134698634698635,0.11134698634698635
SP-0670,106,0.001103063603063603,0.1103063603063603
SP-1751,106,0.001103063603063603,0.1103063603063603
SP-0401,105,0.0010926573426573427,0.10926573426573427
SP-0484,105,0.0010926573426573427,0.10926573426573427
RJ-2274,104,0.0010822510822510823,0.10822510822510822
MG-3601,101,0.001051032301032301,0.1051032301032301
RJ-2052,101,0.001051032301032301,0.1051032301032301
SP-0141,99,0.0010302197802197802,0.10302197802197803
SP-1302,99,0.0010302197802197802,0.10302197802197803
MG-3750,98,0.0010198135198135198,0.10198135198135197
SC-8833,98,0.0010198135198135198,0.10198135198135197
SP-0400,98,0.0010198135198135198,0.10198135198135197
SP-0454,98,0.0010198135198135198,0.10198135198135197
SP-0719,98,0.0010198135198135198,0.10198135198135197
MG-3870,97,0.0010094072594072595,0.10094072594072595
SP-0411,97,0.0010094072594072595,0.10094072594072595
SC-8805,96,0.000999000999000999,0.0999000999000999
SP-0671,96,0.000999000999000999,0.0999000999000999
ES-2917,95,0.0009885947385947385,0.09885947385947386
RJ-2223,95,0.0009885947385947385,0.09885947385947386
RJ-2271,95,0.0009885947385947385,0.09885947385947386
RJ-2306,95,0.0009885947385947385,0.09885947385947386
SC-8813,94,0.0009781884781884782,0.09781884781884782
SP-0985,94,0.0009781884781884782,0.09781884781884782
SP-1325,94,0.0009781884781884782,0.09781884781884782
SP-1328,94,0.0009781884781884782,0.09781884781884782
SP-1332,93,0.0009677822177822178,0.09677822177822178
SP-1701,93,0.0009677822177822178,0.09677822177822178
RJ-2245,92,0.0009573759573759574,0.09573759573759574
SP-1330,92,0.0009573759573759574,0.09573759573759574
RJ-2225,91,0.000946969696969697,0.0946969696969697
SP-1104,90,0.0009365634365634366,0.09365634365634366
MG-3267,89,0.0009261571761571761,0.09261571761571762
RJ-2026,89,0.0009261571761571761,0.09261571761571762
SP-0641,89,0.0009261571761571761,0.09261571761571762
SP-1360,89,0.0009261571761571761,0.09261571761571762
RJ-2272,88,0.0009157509157509158,0.09157509157509157
SC-8830,88,0.0009157509157509158,0.09157509157509157
SP-0485,88,0.0009157509157509158,0.09157509157509157
MG-3657,87,0.0009053446553446554,0.09053446553446554
PB-5803,87,0.0009053446553446554,0.09053446553446554
RJ-2051,87,0.0009053446553446554,0.09053446553446554
RJ-2307,87,0.0009053446553446554,0.09053446553446554
SP-0456,87,0.0009053446553446554,0.09053446553446554
SP-1384,87,0.0009053446553446554,0.09053446553446554
ES-2930,86,0.000894938394938395,0.0894938394938395
MG-3603,86,0.000894938394938395,0.0894938394938395
RJ-2305,86,0.000894938394938395,0.0894938394938395
SC-8810,86,0.000894938394938395,0.0894938394938395
SP-0142,86,0.000894938394938395,0.0894938394938395
SP-1329,86,0.000894938394938395,0.0894938394938395
PR-8581,85,0.0008845321345321345,0.08845321345321346
RJ-2027,84,0.0008741258741258741,0.08741258741258741
RJ-2123,84,0.0008741258741258741,0.08741258741258741
RJ-2309,84,0.0008741258741258741,0.08741258741258741
SC-8920,84,0.0008741258741258741,0.08741258741258741
SP-0123,84,0.0008741258741258741,0.08741258741258741
SP-1811,84,0.0008741258741258741,0.08741258741258741
ES-2914,83,0.0008637196137196137,0.08637196137196138
MG-3640,83,0.0008637196137196137,0.08637196137196138
SP-0431,83,0.0008637196137196137,0.08637196137196138
SP-0451,83,0.0008637196137196137,0.08637196137196138
SP-1382,83,0.0008637196137196137,0.08637196137196138
SP-0502,82,0.0008533133533133534,0.08533133533133534
MG-3720,81,0.0008429070929070929,0.08429070929070928
SC-8980,81,0.0008429070929070929,0.08429070929070928
SP-0140,81,0.0008429070929070929,0.08429070929070928
SP-0240,81,0.0008429070929070929,0.08429070929070928
SP-0404,81,0.0008429070929070929,0.08429070929070928
SP-0713,81,0.0008429070929070929,0.08429070929070928
SP-0972,81,0.0008429070929070929,0.08429070929070928
MG-3590,80,0.0008325008325008325,0.08325008325008325
SP-0430,80,0.0008325008325008325,0.08325008325008325
SP-1342,80,0.0008325008325008325,0.08325008325008325
MG-3818,78,0.0008116883116883117,0.08116883116883117
SC-8806,78,0.0008116883116883117,0.08116883116883117
SP-0132,78,0.0008116883116883117,0.08116883116883117
SP-0436,78,0.0008116883116883117,0.08116883116883117
RJ-2133,77,0.0008012820512820513,0.08012820512820512
SP-0413,77,0.0008012820512820513,0.08012820512820512
SP-0467,77,0.0008012820512820513,0.08012820512820512
SP-0989,77,0.0008012820512820513,0.08012820512820512
SP-1174,77,0.0008012820512820513,0.08012820512820512
SP-1232,77,0.0008012820512820513,0.08012820512820512
SP-0357,76,0.0007908757908757909,0.07908757908757909
SP-0578,76,0.0007908757908757909,0.07908757908757909
SP-1260,76,0.0007908757908757909,0.07908757908757909
SP-1387,76,0.0007908757908757909,0.07908757908757909
SP-1620,76,0.0007908757908757909,0.07908757908757909
SP-1860,76,0.0007908757908757909,0.07908757908757909
RJ-2897,75,0.0007804695304695305,0.07804695304695305
SC-8811,75,0.0007804695304695305,0.07804695304695305
SC-8922,75,0.0007804695304695305,0.07804695304695305
SP-0471,75,0.0007804695304695305,0.07804695304695305
SP-1322,75,0.0007804695304695305,0.07804695304695305
SP-1804,75,0.0007804695304695305,0.07804695304695305
MG-3620,74,0.0007700632700632701,0.07700632700632701
RJ-2424,74,0.0007700632700632701,0.07700632700632701
SP-0152,74,0.0007700632700632701,0.07700632700632701
SP-0645,74,0.0007700632700632701,0.07700632700632701
SP-0714,74,0.0007700632700632701,0.07700632700632701
SP-0760,74,0.0007700632700632701,0.07700632700632701
SP-0857,74,0.0007700632700632701,0.07700632700632701
SP-0991,74,0.0007700632700632701,0.07700632700632701
MG-3980,73,0.0007596570096570096,0.07596570096570096
SP-1380,73,0.0007596570096570096,0.07596570096570096
SP-1827,73,0.0007596570096570096,0.07596570096570096
MA-6505,72,0.0007492507492507493,0.07492507492507493
MG-3031,72,0.0007492507492507493,0.07492507492507493
MG-3057,72,0.0007492507492507493,0.07492507492507493
SP-1168,72,0.0007492507492507493,0.07492507492507493
SP-1478,72,0.0007492507492507493,0.07492507492507493
MG-3400,71,0.0007388444888444889,0.07388444888444888
RJ-2056,71,0.0007388444888444889,0.07388444888444888
RJ-2132,71,0.0007388444888444889,0.07388444888444888
RJ-2224,71,0.0007388444888444889,0.07388444888444888
SP-0500,71,0.0007388444888444889,0.07388444888444888
SP-0654,71,0.0007388444888444889,0.07388444888444888
RJ-2023,70,0.0007284382284382285,0.07284382284382285
RJ-2077,70,0.0007284382284382285,0.07284382284382285
RJ-2421,70,0.0007284382284382285,0.07284382284382285
SP-0572,70,0.0007284382284382285,0.07284382284382285
SP-0708,70,0.0007284382284382285,0.07284382284382285
SP-0937,70,0.0007284382284382285,0.07284382284382285
SP-1221,70,0.0007284382284382285,0.07284382284382285
SP-1301,70,0.0007284382284382285,0.07284382284382285
SP-1405,70,0.0007284382284382285,0.07284382284382285
RJ-2802,69,0.000718031968031968,0.0718031968031968
SP-0145,69,0.000718031968031968,0.0718031968031968
SP-1101,69,0.000718031968031968,0.0718031968031968
SP-1102,69,0.000718031968031968,0.0718031968031968
SP-1228,69,0.000718031968031968,0.0718031968031968
BA-4565,68,0.0007076257076257076,0.07076257076257077
PR-8702,68,0.0007076257076257076,0.07076257076257077
RJ-2226,68,0.0007076257076257076,0.07076257076257077
RJ-2434,68,0.0007076257076257076,0.07076257076257077
RS-9620,68,0.0007076257076257076,0.07076257076257077
SP-0331,68,0.0007076257076257076,0.07076257076257077
SP-0540,68,0.0007076257076257076,0.07076257076257077
SP-1813,68,0.0007076257076257076,0.07076257076257077
ES-2906,67,0.0006972194472194472,0.06972194472194472
RJ-2435,67,0.0006972194472194472,0.06972194472194472
SP-0408,67,0.0006972194472194472,0.06972194472194472
SP-1144,67,0.0006972194472194472,0.06972194472194472
SP-1808,67,0.0006972194472194472,0.06972194472194472
ES-2909,66,0.0006868131868131869,0.06868131868131869
MG-3630,66,0.0006868131868131869,0.06868131868131869
RJ-2222,66,0.0006868131868131869,0.06868131868131869
RJ-2262,66,0.0006868131868131869,0.06868131868131869
RJ-2803,66,0.0006868131868131869,0.06868131868131869
SP-0412,66,0.0006868131868131869,0.06868131868131869
SP-0420,66,0.0006868131868131869,0.06868131868131869
SP-0554,66,0.0006868131868131869,0.06868131868131869
SP-0681,66,0.0006868131868131869,0.06868131868131869
MG-3690,65,0.0006764069264069264,0.06764069264069264
RJ-2227,65,0.0006764069264069264,0.06764069264069264
RJ-2229,65,0.0006764069264069264,0.06764069264069264
RJ-2247,65,0.0006764069264069264,0.06764069264069264
SC-8925,65,0.0006764069264069264,0.06764069264069264
SP-0455,65,0.0006764069264069264,0.06764069264069264
SP-0461,65,0.0006764069264069264,0.06764069264069264
SP-0481,65,0.0006764069264069264,0.06764069264069264
SP-0588,65,0.0006764069264069264,0.06764069264069264
SP-0702,65,0.0006764069264069264,0.06764069264069264
SP-0709,65,0.0006764069264069264,0.06764069264069264
SP-0877,65,0.0006764069264069264,0.06764069264069264
AL-5703,64,0.000666000666000666,0.0666000666000666
MG-3688,64,0.000666000666000666,0.0666000666000666
RJ-2308,64,0.000666000666000666,0.0666000666000666
SP-0318,64,0.000666000666000666,0.0666000666000666
SP-0918,64,0.000666000666000666,0.0666000666000666
ES-2970,63,0.0006555944055944056,0.06555944055944056
SC-8801,63,0.0006555944055944056,0.06555944055944056
SP-0299,63,0.0006555944055944056,0.06555944055944056
SP-0482,63,0.0006555944055944056,0.06555944055944056
SP-0665,63,0.0006555944055944056,0.06555944055944056
SP-1580,63,0.0006555944055944056,0.06555944055944056
SP-1870,63,0.0006555944055944056,0.06555944055944056
MG-3014,62,0.0006451881451881452,0.06451881451881453
PR-8590,62,0.0006451881451881452,0.06451881451881453
RJ-2890,62,0.0006451881451881452,0.06451881451881453
SP-0954,62,0.0006451881451881452,0.06451881451881453
SP-1363,62,0.0006451881451881452,0.06451881451881453
SP-1505,62,0.0006451881451881452,0.06451881451881453
DF-7193,61,0.0006347818847818848,0.06347818847818848
GO-7590,61,0.0006347818847818848,0.06347818847818848
MG-3103,61,0.0006347818847818848,0.06347818847818848
MG-3174,61,0.0006347818847818848,0.06347818847818848
RJ-2862,61,0.0006347818847818848,0.06347818847818848
SP-0153,61,0.0006347818847818848,0.06347818847818848
SP-0311,61,0.0006347818847818848,0.06347818847818848
SP-0678,61,0.0006347818847818848,0.06347818847818848
SP-0724,61,0.0006347818847818848,0.06347818847818848
SP-0779,61,0.0006347818847818848,0.06347818847818848
SP-1105,61,0.0006347818847818848,0.06347818847818848
SP-1230,61,0.0006347818847818848,0.06347818847818848
SP-1390,61,0.0006347818847818848,0.06347818847818848
SP-1550,61,0.0006347818847818848,0.06347818847818848
MA-6506,60,0.0006243756243756244,0.06243756243756244
MG-3013,60,0.0006243756243756244,0.06243756243756244
MG-3860,60,0.0006243756243756244,0.06243756243756244
PR-8332,60,0.0006243756243756244,0.06243756243756244
PR-8580,60,0.0006243756243756244,0.06243756243756244
RJ-2445,60,0.0006243756243756244,0.06243756243756244
SP-0867,60,0.0006243756243756244,0.06243756243756244
DF-7192,59,0.000613969363969364,0.0613969363969364
MG-3530,59,0.000613969363969364,0.0613969363969364
PR-8701,59,0.000613969363969364,0.0613969363969364
RJ-2003,59,0.000613969363969364,0.0613969363969364
RJ-2303,59,0.000613969363969364,0.0613969363969364
SP-0261,59,0.000613969363969364,0.0613969363969364
SP-1295,59,0.000613969363969364,0.0613969363969364
BA-4181,58,0.0006035631035631036,0.06035631035631036
BA-4183,58,0.0006035631035631036,0.06035631035631036
BA-4560,58,0.0006035631035631036,0.06035631035631036
ES-2904,58,0.0006035631035631036,0.06035631035631036
ES-2990,58,0.0006035631035631036,0.06035631035631036
MG-3602,58,0.0006035631035631036,0.06035631035631036
PA-6608,58,0.0006035631035631036,0.06035631035631036
RJ-2072,58,0.0006035631035631036,0.06035631035631036
RJ-2276,58,0.0006035631035631036,0.06035631035631036
RJ-2304,58,0.0006035631035631036,0.06035631035631036
SC-8850,58,0.0006035631035631036,0.06035631035631036
SP-0402,58,0.0006035631035631036,0.06035631035631036
SP-0410,58,0.0006035631035631036,0.06035631035631036
SP-0575,58,0.0006035631035631036,0.06035631035631036
SP-0685,58,0.0006035631035631036,0.06035631035631036
DF-7067,57,0.0005931568431568431,0.05931568431568431
MG-3517,57,0.0005931568431568431,0.05931568431568431
MG-3540,57,0.0005931568431568431,0.05931568431568431
MG-3608,57,0.0005931568431568431,0.05931568431568431
RJ-2241,57,0.0005931568431568431,0.05931568431568431
RJ-2273,57,0.0005931568431568431,0.05931568431568431
RS-9001,57,0.0005931568431568431,0.05931568431568431
RS-9701,57,0.0005931568431568431,0.05931568431568431
SC-8835,57,0.0005931568431568431,0.05931568431568431
SC-8880,57,0.0005931568431568431,0.05931568431568431
SC-8921,57,0.0005931568431568431,0.05931568431568431
SP-0231,57,0.0005931568431568431,0.05931568431568431
SP-0518,57,0.0005931568431568431,0.05931568431568431
SP-0585,57,0.0005931568431568431,0.05931568431568431
SP-0978,57,0.0005931568431568431,0.05931568431568431
SP-1166,57,0.0005931568431568431,0.05931568431568431
MG-3340,56,0.0005827505827505828,0.05827505827505827
MG-3568,56,0.0005827505827505828,0.05827505827505827
MT-7804,56,0.0005827505827505828,0.05827505827505827
PE-5102,56,0.0005827505827505828,0.05827505827505827
RJ-2725,56,0.0005827505827505828,0.05827505827505827
SP-0150,56,0.0005827505827505828,0.05827505827505827
SP-0308,56,0.0005827505827505828,0.05827505827505827
SP-0312,56,0.0005827505827505828,0.05827505827505827
SP-0381,56,0.0005827505827505828,0.05827505827505827
SP-0443,56,0.0005827505827505828,0.05827505827505827
SP-0682,56,0.0005827505827505828,0.05827505827505827
SP-0984,56,0.0005827505827505828,0.05827505827505827
SP-1291,56,0.0005827505827505828,0.05827505827505827
BA-4280,55,0.0005723443223443224,0.05723443223443224
RJ-2102,55,0.0005723443223443224,0.05723443223443224
RJ-2243,55,0.0005723443223443224,0.05723443223443224
RJ-2791,55,0.0005723443223443224,0.05723443223443224
SC-8870,55,0.0005723443223443224,0.05723443223443224
SP-0584,55,0.0005723443223443224,0.05723443223443224
DF-7068,54,0.000561938061938062,0.0561938061938062
GO-7580,54,0.000561938061938062,0.0561938061938062
MG-3593,54,0.000561938061938062,0.0561938061938062
RJ-2358,54,0.000561938061938062,0.0561938061938062
RJ-2793,54,0.000561938061938062,0.0561938061938062
RS-9570,54,0.000561938061938062,0.0561938061938062
SC-8804,54,0.000561938061938062,0.0561938061938062
SP-0125,54,0.000561938061938062,0.0561938061938062
SP-0154,54,0.000561938061938062,0.0561938061938062
SP-0542,54,0.000561938061938062,0.0561938061938062
SP-0571,54,0.000561938061938062,0.0561938061938062
SP-0712,54,0.000561938061938062,0.0561938061938062
SP-1316,54,0.000561938061938062,0.0561938061938062
SP-1504,54,0.000561938061938062,0.0561938061938062
SP-1640,54,0.000561938061938062,0.0561938061938062
SP-1801,54,0.000561938061938062,0.0561938061938062
AP-6890,53,0.0005515318015318015,0.05515318015318015
BA-4581,53,0.0005515318015318015,0.05515318015318015
ES-2915,53,0.0005515318015318015,0.05515318015318015
MG-3066,53,0.0005515318015318015,0.05515318015318015
MG-3844,53,0.0005515318015318015,0.05515318015318015
MG-3861,53,0.0005515318015318015,0.05515318015318015
RJ-2752,53,0.0005515318015318015,0.05515318015318015
RO-7682,53,0.0005515318015318015,0.05515318015318015
SP-0380,53,0.0005515318015318015,0.05515318015318015
SP-0434,53,0.0005515318015318015,0.05515318015318015
SP-0632,53,0.0005515318015318015,0.05515318015318015
SP-0638,53,0.0005515318015318015,0.05515318015318015
SP-0643,53,0.0005515318015318015,0.05515318015318015
SP-0666,53,0.0005515318015318015,0.05515318015318015
SP-0858,53,0.0005515318015318015,0.05515318015318015
SP-0871,53,0.0005515318015318015,0.05515318015318015
SP-0917,53,0.0005515318015318015,0.05515318015318015
SP-0981,53,0.0005515318015318015,0.05515318015318015
SP-1331,53,0.0005515318015318015,0.05515318015318015
SP-1357,53,0.0005515318015318015,0.05515318015318015
SP-1397,53,0.0005515318015318015,0.05515318015318015
SP-1481,53,0.0005515318015318015,0.05515318015318015
SP-1560,53,0.0005515318015318015,0.05515318015318015
MG-3019,52,0.0005411255411255411,0.05411255411255411
MG-3032,52,0.0005411255411255411,0.05411255411255411
MG-3518,52,0.0005411255411255411,0.05411255411255411
MS-7900,52,0.0005411255411255411,0.05411255411255411
PI-6400,52,0.0005411255411255411,0.05411255411255411
PR-8370,52,0.0005411255411255411,0.05411255411255411
RJ-2193,52,0.0005411255411255411,0.05411255411255411
RJ-2194,52,0.0005411255411255411,0.05411255411255411
RJ-2201,52,0.0005411255411255411,0.05411255411255411
RJ-2205,52,0.0005411255411255411,0.05411255411255411
RS-9621,52,0.0005411255411255411,0.05411255411255411
SP-0313,52,0.0005411255411255411,0.05411255411255411
SP-0452,52,0.0005411255411255411,0.05411255411255411
SP-0457,52,0.0005411255411255411,0.05411255411255411
SP-0505,52,0.0005411255411255411,0.05411255411255411
SP-0530,52,0.0005411255411255411,0.05411255411255411
SP-0535,52,0.0005411255411255411,0.05411255411255411
SP-0579,52,0.0005411255411255411,0.05411255411255411
SP-0636,52,0.0005411255411255411,0.05411255411255411
SP-0822,52,0.0005411255411255411,0.05411255411255411
SP-0825,52,0.0005411255411255411,0.05411255411255411
SP-0975,52,0.0005411255411255411,0.05411255411255411
SP-1599,52,0.0005411255411255411,0.05411255411255411
SP-1760,52,0.0005411255411255411,0.05411255411255411
SP-1980,52,0.0005411255411255411,0.05411255411255411
DF-7190,51,0.0005307192807192807,0.05307192807192807
MG-3127,51,0.0005307192807192807,0.05307192807192807
MG-3551,51,0.0005307192807192807,0.05307192807192807
MT-7805,51,0.0005307192807192807,0.05307192807192807
PR-8550,51,0.0005307192807192807,0.05307192807192807
PR-8605,51,0.0005307192807192807,0.05307192807192807
RJ-2207,51,0.0005307192807192807,0.05307192807192807
RJ-2244,51,0.0005307192807192807,0.05307192807192807
RJ-2301,51,0.0005307192807192807,0.05307192807192807
RS-9601,51,0.0005307192807192807,0.05307192807192807
SC-8802,51,0.0005307192807192807,0.05307192807192807
SP-0306,51,0.0005307192807192807,0.05307192807192807
SP-0419,51,0.0005307192807192807,0.05307192807192807
SP-0447,51,0.0005307192807192807,0.05307192807192807
SP-0483,51,0.0005307192807192807,0.05307192807192807
SP-0508,51,0.0005307192807192807,0.05307192807192807
SP-0602,51,0.0005307192807192807,0.05307192807192807
SP-1251,51,0.0005307192807192807,0.05307192807192807
MG-3650,50,0.0005203130203130204,0.05203130203130204
MG-3747,50,0.0005203130203130204,0.05203130203130204
PR-8560,50,0.0005203130203130204,0.05203130203130204
RJ-2601,50,0.0005203130203130204,0.05203130203130204
RS-9870,50,0.0005203130203130204,0.05203130203130204
SP-0222,50,0.0005203130203130204,0.05203130203130204
SP-0316,50,0.0005203130203130204,0.05203130203130204
SP-0373,50,0.0005203130203130204,0.05203130203130204
SP-0416,50,0.0005203130203130204,0.05203130203130204
SP-0514,50,0.0005203130203130204,0.05203130203130204
SP-0557,50,0.0005203130203130204,0.05203130203130204
SP-0563,50,0.0005203130203130204,0.05203130203130204
SP-1820,50,0.0005203130203130204,0.05203130203130204
BA-4270,49,0.0005099067599067599,0.050990675990675985
DF-7191,49,0.0005099067599067599,0.050990675990675985
MG-3062,49,0.0005099067599067599,0.050990675990675985
MG-3260,49,0.0005099067599067599,0.050990675990675985
RJ-2073,49,0.0005099067599067599,0.050990675990675985
RJ-2078,49,0.0005099067599067599,0.050990675990675985
RJ-2204,49,0.0005099067599067599,0.050990675990675985
RJ-2228,49,0.0005099067599067599,0.050990675990675985
RJ-2728,49,0.0005099067599067599,0.050990675990675985
SP-0246,49,0.0005099067599067599,0.050990675990675985
SP-0427,49,0.0005099067599067599,0.050990675990675985
SP-0491,49,0.0005099067599067599,0.050990675990675985
SP-1315,49,0.0005099067599067599,0.050990675990675985
SP-1702,49,0.0005099067599067599,0.050990675990675985
SP-1705,49,0.0005099067599067599,0.050990675990675985
DF-7169,48,0.0004995004995004995,0.04995004995004995
MG-3038,48,0.0004995004995004995,0.04995004995004995
MG-3874,48,0.0004995004995004995,0.04995004995004995
RJ-2121,48,0.0004995004995004995,0.04995004995004995
RJ-2122,48,0.0004995004995004995,0.04995004995004995
RJ-2246,48,0.0004995004995004995,0.04995004995004995
RJ-2493,48,0.0004995004995004995,0.04995004995004995
RJ-2727,48,0.0004995004995004995,0.04995004995004995
SP-0517,48,0.0004995004995004995,0.04995004995004995
SP-0633,48,0.0004995004995004995,0.04995004995004995
SP-0640,48,0.0004995004995004995,0.04995004995004995
SP-0715,48,0.0004995004995004995,0.04995004995004995
SP-0829,48,0.0004995004995004995,0.04995004995004995
SP-0873,48,0.0004995004995004995,0.04995004995004995
SP-0906,48,0.0004995004995004995,0.04995004995004995
SP-1361,48,0.0004995004995004995,0.04995004995004995
SP-1802,48,0.0004995004995004995,0.04995004995004995
SP-1855,48,0.0004995004995004995,0.04995004995004995
SP-1990,48,0.0004995004995004995,0.04995004995004995
AL-5704,47,0.0004890942390942391,0.04890942390942391
BA-4400,47,0.0004890942390942391,0.04890942390942391
DF-7168,47,0.0004890942390942391,0.04890942390942391
MG-3017,47,0.0004890942390942391,0.04890942390942391
MG-3560,47,0.0004890942390942391,0.04890942390942391
MG-3830,47,0.0004890942390942391,0.04890942390942391
PI-6405,47,0.0004890942390942391,0.04890942390942391
PR-8003,47,0.0004890942390942391,0.04890942390942391
PR-8608,47,0.0004890942390942391,0.04890942390942391
RJ-2208,47,0.0004890942390942391,0.04890942390942391
RJ-2443,47,0.0004890942390942391,0.04890942390942391
SC-8956,47,0.0004890942390942391,0.04890942390942391
SP-0433,47,0.0004890942390942391,0.04890942390942391
SP-0623,47,0.0004890942390942391,0.04890942390942391
SP-0644,47,0.0004890942390942391,0.04890942390942391
SP-0861,47,0.0004890942390942391,0.04890942390942391
SP-0911,47,0.0004890942390942391,0.04890942390942391
SP-0919,47,0.0004890942390942391,0.04890942390942391
SP-0935,47,0.0004890942390942391,0.04890942390942391
SP-1125,47,0.0004890942390942391,0.04890942390942391
SP-1323,47,0.0004890942390942391,0.04890942390942391
SP-1470,47,0.0004890942390942391,0.04890942390942391
ES-2911,46,0.0004786879786879787,0.04786879786879787
MG-3015,46,0.0004786879786879787,0.04786879786879787
MG-3044,46,0.0004786879786879787,0.04786879786879787
MG-3133,46,0.0004786879786879787,0.04786879786879787
MG-3566,46,0.0004786879786879787,0.04786879786879787
MG-3754,46,0.0004786879786879787,0.04786879786879787
PR-8585,46,0.0004786879786879787,0.04786879786879787
PR-8730,46,0.0004786879786879787,0.04786879786879787
RJ-2411,46,0.0004786879786879787,0.04786879786879787
RJ-2652,46,0.0004786879786879787,0.04786879786879787
SC-8903,46,0.0004786879786879787,0.04786879786879787
SP-0115,46,0.0004786879786879787,0.04786879786879787
SP-0707,46,0.0004786879786879787,0.04786879786879787
SP-0932,46,0.0004786879786879787,0.04786879786879787
SP-0940,46,0.0004786879786879787,0.04786879786879787
SP-1190,46,0.0004786879786879787,0.04786879786879787
SP-1501,46,0.0004786879786879787,0.04786879786879787
MG-3543,45,0.0004682817182817183,0.04682817182817183
PR-8602,45,0.0004682817182817183,0.04682817182817183
RJ-2053,45,0.0004682817182817183,0.04682817182817183
RJ-2161,45,0.0004682817182817183,0.04682817182817183
RJ-2203,45,0.0004682817182817183,0.04682817182817183
RJ-2830,45,0.0004682817182817183,0.04682817182817183
SC-8924,45,0.0004682817182817183,0.04682817182817183
SE-4903,45,0.0004682817182817183,0.04682817182817183
SP-0124,45,0.0004682817182817183,0.04682817182817183
SP-0224,45,0.0004682817182817183,0.04682817182817183
SP-0243,45,0.0004682817182817183,0.04682817182817183
SP-0251,45,0.0004682817182817183,0.04682817182817183
SP-0292,45,0.0004682817182817183,0.04682817182817183
SP-0418,45,0.0004682817182817183,0.04682817182817183
SP-0421,45,0.0004682817182817183,0.04682817182817183
SP-0460,45,0.0004682817182817183,0.04682817182817183
SP-0470,45,0.0004682817182817183,0.04682817182817183
